"","kba","domestic_timber"
"4560",24399,0
"4561",24400,0
"4562",24401,0
"4563",24402,0
"4564",24403,0
"4565",24404,0
"4566",24405,0
"4567",24406,0
"4568",24407,0
"4569",24408,0
"4570",24409,0
"4571",24410,0
"4572",24411,0
"4573",24412,0
"4574",24413,0
"4575",24414,0
"4576",24415,0
"4577",24416,0
"4578",24417,0
"4579",24418,0
"4580",24419,0
"4581",24420,0
"4582",24421,0
"4583",24422,0
"4584",24423,0
"4585",24424,0
"4586",24425,0
"4587",24426,0
"4588",24427,0
"4589",24428,0
"4590",24429,0
"4591",24430,0
"4592",24431,0
"4593",24432,0
"4594",24433,0
"4595",24434,0
"4596",24435,0
"4597",24436,0
"4598",24437,0
"4599",24438,0
"4600",24439,0
"4601",24440,0
"4602",24442,0
"4603",24443,0
"4604",24444,0
"4605",24445,0
"4606",24446,0
"4607",24447,0
"4608",24448,0.526338582465154
"4609",24449,0
"4610",24450,0.0177974289346165
"4611",24451,0
"4612",24452,0
"4613",24453,0.11063986924248
"4614",24456,0
"4615",24463,0
"4616",24466,0
"4617",24467,0
"4618",24468,0
"4619",24469,0
"4620",24470,0
"4621",24471,0
"4622",24472,0
"4623",24473,0.0823103388465589
"4624",24475,0.642106042648071
"4625",24476,0
"4626",24477,0
"4627",24478,0
"4628",24479,0
"4629",24502,12.2051535678592
"4630",24544,0.278213822750578
"4631",24545,0
"4632",24546,0
"4633",24547,0
"4634",24548,0.0532352982332213
"4635",24549,0
"4636",24550,0.0422839256589913
"4637",24551,0
"4638",24552,0
"4639",24555,0
"4640",24556,0
"4641",24557,0
"4642",24558,0
"4643",24559,0
"4644",24563,0
"4645",24565,0
"4646",24571,0
"4647",24574,0.0500947958357904
"4648",24575,0
"4649",24578,0
"4650",24587,0
"4651",24588,0
"4652",24721,0
"4653",24746,0
"4654",24809,0
"4655",24810,0
"4656",24811,0
"4657",24812,0.11035115206045
"4658",24813,1.36100131415027
"4659",24814,0
"4660",24816,0
"4661",24817,0
"4662",24818,0
"4663",24820,0
"4664",24821,0
"4665",24822,0
"4666",24823,0
"4667",24824,0
"4668",24826,0
"4669",24828,0
"4670",24829,0
"4671",24831,0
"4672",24832,0.0264879485001194
"4673",24833,0
"4674",24834,0
"4675",24835,0
"4676",24836,0
"4677",24837,0.107582552630493
"4678",24838,0
"4679",24841,0
"4680",24842,0
"4681",24843,0
"4682",24844,0
"4683",24845,0
"4684",24846,0
"4685",24847,0
"4686",25097,0
"4687",25100,0
"4688",25101,0
"4689",25102,0
"4690",25103,0
"4691",25109,0
"4692",25110,0
"4693",25112,0.240566000895075
"4694",25113,0
"4695",25114,0.00491784038461018
"4696",25115,0
"4697",25116,0
"4698",25117,0
"4699",25118,0
"4700",25119,0
"4701",25120,0
"4702",25121,0
"4703",25122,0
"4704",25123,0.0243505409784238
"4705",25124,0
"4706",25125,0.174801276830884
"4707",25145,0
"4708",25146,0
"4709",25148,0
"4710",25149,0
"4711",25150,0
"4712",25152,0
"4713",25153,0.164568041243549
"4714",26279,0.00604567814202261
"4715",26280,0.000320533684387454
"4716",26281,0
"4717",26282,0
"4718",26283,0
"4719",26313,0.0025513454573635
"4720",26316,0
"4721",26317,0
"4722",26318,0
"4723",26319,0
"4724",26474,0.408737985044696
"4725",26475,0
"4726",26476,0
"4727",26477,0
"4728",26478,0
"4729",26479,0
"4730",26480,0
"4731",26481,0
"4732",26483,0
"4733",26484,0
"4734",26485,0
"4735",26486,0
"4736",26487,0
"4737",26488,0
"4738",26489,0
"4739",26490,0
"4740",26491,0
"4741",26492,0
"4742",26493,0
"4743",26494,0
"4744",26495,0
"4745",26496,0
"4746",26497,0
"4747",26498,0
"4748",26500,0
"4749",26501,0
"4750",26502,0
"4751",26503,0
"4752",26504,0
"4753",26505,0
"4754",26506,0
"4755",26507,0
"4756",26508,0
"4757",26511,0
"4758",26512,0
"4759",26514,0
"4760",26515,0
"4761",26714,0
"4762",26716,0
"4763",26718,0
"4764",26719,0
"4765",26721,0
"4766",26875,0.462236691572827
"4767",26933,0.146386604681054
"4768",26934,0
"4769",26953,0
"4770",26966,0
"4771",26986,0
"4772",27130,0.225012609558469
"4773",27420,0
"4774",27421,0
"4775",27422,0
"4776",27494,0
"4777",27495,0
"4778",27496,0
"4779",27497,0
"4780",27498,0
"4781",28291,0
"4782",28293,0.936270570702722
"4783",28294,0
"4784",28295,0.069756978872607
"4785",28296,0
"4786",28297,0
"4787",28298,0.00474985391089448
"4788",28300,0
"4789",28301,0.13652904414687
"4790",28302,1.5697878041176
"4791",28303,0.0991457933219023
"4792",28304,0
"4793",28305,0
"4794",28306,0
"4795",28307,0
"4796",28308,0
"4797",28309,0.396960714376126
"4798",28310,0
"4799",28311,0.244887710415116
"4800",28312,0
"4801",28313,0.0170976765545642
"4802",28314,3.67852262570523e-05
"4803",28315,0.551718225162273
"4804",28316,0
"4805",28318,0.136314775726976
"4806",28319,0
"4807",28320,0
"4808",28321,0.00303402976428387
"4809",28589,4.11427543733557
"4810",28592,9.44954302995419
"4811",28595,56.4431391809223
"4812",28596,1
"4813",28597,160.145464554496
"4814",28602,3.10887159436507
"4815",28604,0
"4816",28605,0
"4817",32055,1.29058803570889
"4818",28608,0
"4819",28609,1.16412368981213
"4820",28610,32.7004743782439
"4821",28622,131.226300807277
"4822",28623,0
"4823",28624,14.7729487196881
"4824",28626,0
"4825",28627,0
"4826",28628,0.0258182516789749
"4827",28629,14.0011602076787
"4828",28630,33.9599307906301
"4829",28631,9.30312695956224
"4830",28632,0.188811194527201
"4831",28635,0
"4832",28640,140.002095000768
"4833",28641,79.3020489424046
"4834",28643,0
"4835",28644,113.71387337337
"4836",28700,0
"4837",28702,80.388167533026
"4838",28703,4.08609357386115
"4839",28704,4.1703125211137
"4840",28706,15.3801925901744
"4841",28708,0
"4842",28712,4.93068974498118
"4843",28714,69.8207794068201
"4844",28718,0
"4845",28719,43.8142505598
"4846",28721,94.2576660847908
"4847",28725,29.4699332042215
"4848",28728,37.8066889262599
"4849",28729,33.8357561330368
"4850",29349,0
"4851",29368,0
"4852",29369,15.1417009793587
"4853",29387,14.8629284241563
"4854",29730,1.45045736517633
"4855",29731,0
"4856",29733,11.1429333007517
"4857",29734,0
"4858",29735,0.173001043383033
"4859",29736,10.0457000543505
"4860",29737,0
"4861",29738,4.01826619871303
"4862",29739,0
"4863",29740,5.99672016161613
"4864",29741,0
"4865",29742,2.1092986606615
"4866",29789,0
"4867",29791,0
"4868",29891,0
"4869",29893,0
"4870",29895,0
"4871",29896,0.165659242803984
"4872",29900,3.27174247908334
"4873",29901,3.79563871040453
"4874",29902,0
"4875",29903,0
"4876",29947,28.5456836019738
"4877",30033,19.4345406184702
"4878",30235,0
"4879",30247,0
"4880",30249,0
"4881",30266,0
"4882",30314,0
"4883",30319,0
"4884",30320,0
"4885",30321,0
"4886",30322,0
"4887",30323,0
"4888",30336,0
"4889",30337,0
"4890",30338,0
"4891",30339,0
"4892",30350,0
"4893",30357,0
"4894",30380,0
"4895",30381,0
"4896",30382,0
"4897",30397,0
"4898",30398,0
"4899",30399,0
"4900",30405,0
"4901",30406,0
"4902",30407,0
"4903",30438,0
"4904",30455,0
"4905",30456,0
"4906",30467,0
"4907",30509,0
"4908",30557,0
"4909",30565,0
"4910",30566,0
"4911",30568,0
"4912",30569,0
"4913",30570,0
"4914",30571,0
"4915",30572,0
"4916",30573,0
"4917",30574,0
"4918",30575,0
"4919",30576,0
"4920",30748,0
"4921",30749,0
"4922",30750,0
"4923",30751,0
"4924",30752,0
"4925",30911,0
"4926",30912,0
"4927",30913,0
"4928",30935,0
"4929",30936,0
"4930",30941,0
"4931",30942,0
"4932",30943,0
"4933",30947,0
"4934",30948,0
"4935",21815,0
"4936",21816,0
"4937",21818,0
"4938",21819,0
"4939",21820,0
"4940",21821,0
"4941",21822,0
"4942",21824,3.42633178013751
"4943",21825,0
"4944",21826,0.241205531893894
"4945",21827,0.613963515740204
"4946",21828,0.0291595905952297
"4947",21829,0.494000700810896
"4948",21830,0.0186576829269086
"4949",21831,0
"4950",21832,0
"4951",21833,0
"4952",21834,0.043805932336124
"4953",21835,0.0790933881214442
"4954",21836,0.0312965264073407
"4955",21837,0
"4956",21838,0
"4957",21839,0
"4958",21840,0.0693781209788441
"4959",21841,0
"4960",21842,0
"4961",21843,0
"4962",21844,0
"4963",21845,0.00616902080412573
"4964",21847,0
"4965",23561,0
"4966",27176,0
"4967",30086,0
"4968",30087,0
"4969",30088,0
"4970",30089,0
"4971",30090,0
"4972",30091,0
"4973",31316,0
"4974",31317,0
"4975",30083,0
"4976",30995,0
"4977",31001,0
"4978",31002,0
"4979",31003,0
"4980",30998,0
"4981",30997,0.243781459858913
"4982",30101,0
"4983",30999,0.0327907577157021
"4984",30984,0
"4985",31029,0
"4986",31330,0
"4987",31331,0
"4988",31332,0
"4989",31339,0
"4990",20303,0
"4991",27358,0
"4992",27337,0
"4993",27339,0
"4994",27343,0
"4995",27359,0
"4996",27342,0
"4997",27433,0
"4998",27347,0
"4999",27348,0
"5000",27436,0
"5001",27351,0
"5002",27350,0
"5003",27354,0
"5004",27429,0
"5005",27357,0
"5006",27336,0
"5007",27356,0
"5008",27355,0
"5009",27427,0
"5010",27361,0
"5011",27363,0
"5012",27353,0
"5013",27338,0
"5014",27352,0
"5015",27344,0
"5016",27346,0
"5017",27428,0
"5018",27432,0
"5019",27426,0
"5020",27341,0
"5021",27340,0
"5022",27430,0
"5023",27431,0
"5024",2933,0
"5025",27259,0
"5026",27270,0
"5027",27264,0
"5028",3583,0
"5029",27263,0
"5030",2932,0
"5031",2934,0
"5032",27261,0
"5033",27260,0
"5034",2931,0
"5035",27265,0
"5036",27262,0
"5037",3582,0
"5038",27266,0
"5039",3584,0
"5040",27271,0
"5041",27258,0
"5042",27334,0
"5043",26880,0
"5044",26878,0
"5045",129,0
"5046",6215,0
"5047",6213,0
"5048",6214,0
"5049",6210,0
"5050",6209,0
"5051",8184,0
"5052",8183,0
"5053",8182,0
"5054",8185,0
"5055",8181,0
"5056",6626,0
"5057",31468,0
"5058",31461,0
"5059",31458,0
"5060",31455,0
"5061",31467,0.252511918544769
"5062",31457,0
"5063",31448,0
"5064",341,0
"5065",9510,0
"5066",9509,0
"5067",350,0
"5068",9508,0
"5069",9507,0
"5070",15258,0
"5071",15260,0
"5072",15262,0.212251609746099
"5073",15294,0
"5074",15314,4.99749086081963
"5075",15328,0
"5076",15329,2.71921392007214
"5077",15339,0
"5078",15242,2.10794453824957
"5079",15304,0
"5080",15249,0
"5081",15300,0
"5082",15307,0
"5083",15308,0
"5084",15333,0
"5085",15323,1.47836212999435
"5086",15318,0
"5087",15327,0
"5088",15309,0
"5089",15324,0
"5090",15310,0
"5091",15311,0.767019877178335
"5092",15253,0
"5093",15312,3.70158511659642
"5094",15244,0
"5095",15330,0
"5096",15319,0
"5097",15245,5.55660071140136
"5098",15254,0
"5099",15337,0
"5100",15252,0
"5101",15313,0
"5102",15320,0.87246612002249
"5103",15306,0
"5104",15256,0
"5105",15334,0
"5106",15250,4.073395433142
"5107",15322,0
"5108",15338,0
"5109",15325,10.4000637543993
"5110",15301,0
"5111",15335,0
"5112",15331,0.0506654981037988
"5113",15302,0
"5114",15246,0
"5115",15296,0
"5116",15251,0
"5117",15241,0
"5118",15332,0
"5119",15239,0
"5120",15317,1.21087186759792
"5121",15259,0
"5122",15315,0
"5123",15297,0
"5124",15326,1
"5125",2062,0
"5126",2100,0
"5127",9560,0
"5128",2048,0
"5129",2044,0
"5130",2037,0
"5131",2055,0
"5132",2130,0
"5133",9573,0
"5134",9540,0
"5135",2135,0
"5136",2080,0
"5137",2096,0
"5138",14347,0
"5139",31490,0
"5140",30345,0
"5141",30744,0
"5142",30747,0
"5143",18317,0
"5144",18344,0
"5145",18172,0
"5146",16432,0.509795731539365
"5147",6251,0
"5148",28730,45.5284742519697
"5149",28603,94.3573167268768
"5150",29732,5.16305218028052
"5151",26803,0.13548541664939
"5152",8342,0
"5153",31938,0
"5154",12004,0
"5155",12005,0.901756346128862
"5156",12006,0.686432852949735
"5157",12007,2.46375253657371
"5158",12008,0
"5159",12009,10.2350673839978
"5160",12010,0
"5161",12011,0
"5162",12012,0
"5163",12013,0
"5164",12014,0
"5165",12015,0
"5166",12016,0
"5167",12017,0
"5168",12018,0
"5169",12020,0
"5170",12021,2.67114136435447
"5171",12023,2.28754807281486
"5172",12024,1.74594976950816
"5173",12027,3.176392616431
"5174",12028,0.373882935789274
"5175",12030,0.00663229716227475
"5176",12034,2.63966648730332
"5177",12035,1.31786499946743
"5178",12036,11.0452935501807
"5179",12037,6.1842603044468
"5180",12038,0
"5181",12048,1.68332719917694
"5182",12049,0.407651352103378
"5183",12050,3.72981928873327
"5184",12051,0
"5185",12052,1.33316791300585
"5186",12054,5.4075884622407
"5187",12055,10.8559343045304
"5188",12056,4.81341570743802
"5189",12058,2.15750818591593
"5190",12059,4.01695357743691
"5191",12061,6.64536737419571
"5192",12064,0
"5193",15082,1.50425272751097
"5194",15083,3.80636759773956
"5195",15084,2.33688306507885
"5196",15087,8.85432825395083
"5197",15088,0.931895492577989
"5198",15089,3.8905214971495
"5199",15090,31.152344138858
"5200",15099,0
"5201",15100,0
"5202",15102,3.31293412609276
"5203",15103,8.16807033320785
"5204",15104,3.22909168504616
"5205",15105,2.42908294439521
"5206",15106,7.49363203435732
"5207",15107,6.94909662330996
"5208",15109,0
"5209",15111,0
"5210",15116,4.70534169364576
"5211",15117,0
"5212",15118,0
"5213",15119,5.4717588545044
"5214",15120,0
"5215",15125,0
"5216",15129,0
"5217",15131,0
"5218",15132,0
"5219",15189,0
"5220",15191,0
"5221",15340,0
"5222",16077,0
"5223",16078,0
"5224",16624,6.03087785700374
"5225",16625,20.3643842999803
"5226",16627,16.4412819407108
"5227",16628,46.8210612622766
"5228",16629,28.0003465804866
"5229",16631,0.808150099983147
"5230",16632,10.1069646179396
"5231",16633,15.1578190902624
"5232",16635,1.67324771585202
"5233",16636,5.17485532286373
"5234",16637,0.38224377998938
"5235",16638,6.42894013425742
"5236",16639,0
"5237",16643,6.33445787024761
"5238",16646,0.0311825336588116
"5239",16648,3.21716816283112
"5240",16650,29.5229307666456
"5241",16651,0.924010255269762
"5242",16652,0
"5243",16653,0
"5244",16654,0
"5245",16655,0
"5246",16656,27.8572412590222
"5247",16657,5.92605984994671
"5248",16658,27.1259402524394
"5249",16659,17.5101327498561
"5250",16660,2.0552342211441
"5251",16662,4.94429504607538
"5252",16665,0.491067546011083
"5253",16666,0
"5254",16667,1.15065531973065
"5255",16668,0.0099470335610049
"5256",16669,0
"5257",16670,0.25575053691864
"5258",16671,0.245704049971474
"5259",16672,0.329300862443491
"5260",16673,0.473422180818448
"5261",16674,13.916430952231
"5262",16677,75.7052248971971
"5263",16678,17.0761316696573
"5264",16684,0
"5265",16685,0
"5266",16686,0
"5267",16687,0
"5268",16688,0
"5269",16689,0
"5270",16690,0
"5271",16691,0
"5272",21870,3.31345673252814
"5273",21871,0
"5274",21872,0
"5275",21873,2.11000834006458
"5276",21874,0
"5277",21875,3.44621586637956
"5278",21878,0
"5279",21879,0
"5280",21883,8.51992238749403
"5281",21897,0
"5282",21902,0
"5283",22565,6.33445787024761
"5284",22566,3.28535239169847
"5285",22567,0
"5286",22568,2.57194422124635
"5287",22569,8.32762118123094
"5288",22571,6.75570261962738
"5289",22572,6.50104793076069
"5290",22573,12.7779750065917
"5291",22574,0.0109140416330232
"5292",22575,2.31481170229496
"5293",22576,1.61887715133111
"5294",22577,22.003423953128
"5295",22601,2.65228704549163
"5296",22603,0.418792006228628
"5297",22608,20.4358844985422
"5298",22609,0
"5299",22610,0.430108671690241
"5300",22612,0
"5301",22613,4.27595581144896
"5302",22616,0
"5303",22618,1.68553915458113
"5304",22620,0
"5305",22623,0
"5306",22625,1.64152461399513
"5307",22626,1.53133282584979
"5308",22627,0
"5309",22629,0
"5310",22630,0
"5311",22633,4.09113124564905
"5312",22634,0
"5313",22637,2.51598141671187
"5314",22640,0
"5315",22642,2.38170909951346
"5316",22645,10.7483510493326
"5317",22646,0.0835746857262941
"5318",23304,1.72839713114977
"5319",23513,0
"5320",23523,0.433980641271592
"5321",15188,0.58120715438946
"5322",15130,0
"5323",23500,3.75000838773002
"5324",15195,0
"5325",31477,4.23905737963374
"5326",15194,3.41148342796594
"5327",23518,5.97385935145015
"5328",21899,10.3736668957652
"5329",15096,3.9667688761625
"5330",21891,0.53643893175038
"5331",15121,2.77735224726964
"5332",23495,1.04141343594313
"5333",21896,1.29717164873504
"5334",15080,4.61470395206963
"5335",23503,0
"5336",15115,0
"5337",21906,0.519422361737912
"5338",15097,7.84403874056037
"5339",21908,3.53958994452604
"5340",15112,4.6929249580682
"5341",21913,7.15472378228267
"5342",21887,5.37627880296719
"5343",21898,3.33429930389234
"5344",15113,16.6412985424638
"5345",21911,2.52182109802232
"5346",23493,0
"5347",15092,2.94918736745082
"5348",23501,0.988660470682965
"5349",21910,4.78978373404652
"5350",21885,13.7557728230651
"5351",15081,0
"5352",15085,0.674091145975729
"5353",15126,0
"5354",23519,6.04416755567883
"5355",15095,1.53650579728763
"5356",21912,4.19491651184039
"5357",23499,5.90646831382447
"5358",23521,0.534630344339396
"5359",15128,0.978543003948742
"5360",15098,8.56205299437877
"5361",21894,2.49101229318317
"5362",15093,7.72754661716227
"5363",15091,8.0634880487699
"5364",23512,0.90119606826516
"5365",15187,12.1936814290154
"5366",23502,1.86694570747116
"5367",23522,0.464521560655419
"5368",23510,0.739276869078484
"5369",23517,2.31834634190737
"5370",15123,0.0046845064695013
"5371",23514,0.314440316187311
"5372",23494,0
"5373",12019,0
"5374",12068,0
"5375",12031,0
"5376",15114,0
"5377",12033,0
"5378",12067,0
"5379",31528,0
"5380",21876,0
"5381",16664,3.92776425446037
"5382",31501,2.30364227492204
"5383",22615,0
"5384",31529,0
"5385",12063,0
"5386",16642,5.04627571593605
"5387",25071,0
"5388",23496,3.12581192753835
"5389",22621,0.930174967288595
"5390",15108,2.49797432706999
"5391",23497,1.17825499114898
"5392",12044,1.77858875936349
"5393",23498,0
"5394",23504,4.85666147882134
"5395",31532,0.116829212466492
"5396",23505,6.62192750470537
"5397",23506,9.11484219031646
"5398",23507,3.3166373249098
"5399",16681,0.0469694551083071
"5400",16679,0.855680834068314
"5401",23508,0.468125345729953
"5402",15124,0
"5403",31533,0
"5404",23509,2.4547463648093
"5405",25075,0
"5406",31519,1.14200438528962
"5407",12062,6.56561103072118
"5408",16675,47.9203340760184
"5409",31520,0
"5410",23524,0
"5411",21895,3.37726791275759
"5412",21909,3.01624183066635
"5413",15101,0.403885945677757
"5414",16630,2.11379708584786
"5415",31521,0.173480913043022
"5416",31522,0
"5417",15127,0
"5418",16649,9.43897672610519
"5419",16647,4.45510935606658
"5420",22570,5.60928850442209
"5421",23511,0
"5422",22631,0.426268618144715
"5423",31526,0
"5424",12043,0.427871177379476
"5425",23515,5.57451656165997
"5426",12042,0.981581897006494
"5427",31502,1.01966789778614
"5428",12045,2.0891985214531
"5429",23516,0
"5430",12032,0
"5431",31534,0.0154597610967644
"5432",16680,0
"5433",31505,5.61181152919015
"5434",23520,7.30099165583954
"5435",16683,0
"5436",16079,0
"5437",12057,1.97581332628034
"5438",15190,0
"5439",23526,0.0894480211641247
"5440",23525,0
"5441",31536,3.63431341501051
"5442",16676,43.3681419004199
"5443",16641,0.842923659154607
"5444",12026,0.726927699224102
"5445",31523,0
"5446",22564,12.1156837113409
"5447",16634,4.45996419601394
"5448",21900,0.770399805615128
"5449",31518,0
"5450",31503,16.2059103556262
"5451",31535,0
"5452",15086,0
"5453",21884,0.247017579908933
"5454",16282,0
"5455",16300,0.00302827283049643
"5456",16309,29.0836282016769
"5457",16316,1.01634740727583
"5458",31554,26.9874844444621
"5459",22581,0.255312584068635
"5460",22588,8.86012230987588
"5461",16292,15.8424139596737
"5462",22593,8.15915216847209
"5463",16281,7.49434952817921
"5464",22585,0
"5465",22596,4.28891349080111
"5466",16290,0
"5467",22592,0.00118435776603943
"5468",22598,0
"5469",22594,0
"5470",31564,0
"5471",31558,0
"5472",31525,0
"5473",31559,0
"5474",31560,0
"5475",31562,0
"5476",31570,0
"5477",16303,0.603363234804131
"5478",31575,2.23877299378116
"5479",31569,0
"5480",31574,0
"5481",31583,0
"5482",31580,10.2489244693395
"5483",31550,1.40348233714278
"5484",31552,0
"5485",31579,2.38882122703001
"5486",31587,0
"5487",31585,0
"5488",31578,1.31303547519029
"5489",31540,2.42500541129764
"5490",31556,7.07059208091314
"5491",31555,1.69531495969291
"5492",31542,0
"5493",31581,0
"5494",31544,0
"5495",22583,9.50663206327593
"5496",31573,0
"5497",31549,0
"5498",31541,0
"5499",31576,0
"5500",31565,0
"5501",16289,0
"5502",31551,0
"5503",31553,1.48640179747992
"5504",31543,0
"5505",31548,0
"5506",31566,10.1387842832244
"5507",31584,0
"5508",31572,0
"5509",22591,12.185213032282
"5510",22590,4.90587511660165
"5511",16315,0
"5512",31571,0.00469279393635247
"5513",22578,1.23509129885567
"5514",22587,6.82880690503243
"5515",31546,0.0975175795156665
"5516",31545,72.7915136188593
"5517",16308,7.76846465931675
"5518",31586,1.37557132345055
"5519",16273,0
"5520",16295,0
"5521",16699,19.4073198884171
"5522",16698,6.94483265460367
"5523",16287,0
"5524",16265,2.60377745209031
"5525",16264,0
"5526",16263,0
"5527",16262,0.0241499359900438
"5528",16267,0.0721885889531145
"5529",16268,0.903001144013472
"5530",16266,0.55958310331231
"5531",16270,0
"5532",16269,0
"5533",16258,4.98002773414824
"5534",16259,11.4725926156555
"5535",16310,1.68432930217121
"5536",16271,0.0521515716456343
"5537",16277,0.626726895457765
"5538",16304,0
"5539",16302,0
"5540",31563,0.976418242837073
"5541",16311,1.8933924197772
"5542",16314,1.88711117754089
"5543",16695,14.789528386599
"5544",16696,10.3665910739271
"5545",16272,3.94311085534255
"5546",16299,0
"5547",16276,15.5356651369522
"5548",16692,0.126046830107896
"5549",16312,0.191853798390883
"5550",16697,7.69295516401249
"5551",16260,2.27776844971584
"5552",16283,0
"5553",16284,0
"5554",22595,9.17773079136714
"5555",16293,0.7738632168333
"5556",16279,0
"5557",16286,0
"5558",16288,0
"5559",16301,0.00347169103724231
"5560",16693,3.28658462189144
"5561",16694,3.39222818650948
"5562",16285,0
"5563",31567,5.14912937266028
"5564",16306,25.880424579919
"5565",18342,0
"5566",12001,0
"5567",12002,0
"5568",18719,0
"5569",18725,0
"5570",18736,0
"5571",18737,0
"5572",18744,0
"5573",19153,0
"5574",19155,0
"5575",19158,0
"5576",19621,0
"5577",19624,0
"5578",19631,0
"5579",19636,0
"5580",19644,0
"5581",19648,0
"5582",19649,0
"5583",19659,0
"5584",19661,0
"5585",19662,0.00147078296419574
"5586",19663,0
"5587",19664,0
"5588",19721,0.0303504679847049
"5589",19722,0.112077626385552
"5590",19723,0.528004177962652
"5591",19725,0
"5592",19726,0
"5593",19727,0.0678374841093665
"5594",19769,0.0244894521201167
"5595",19770,0.0598448068311678
"5596",19771,0.509645833631525
"5597",19772,0.104303061962128
"5598",19773,0.103981890438317
"5599",19774,0
"5600",19775,0
"5601",19776,0
"5602",19777,0
"5603",19791,0
"5604",19792,0
"5605",19793,0
"5606",19795,0
"5607",19796,0.445716913512515
"5608",19797,0
"5609",19798,0
"5610",19799,0
"5611",19800,0
"5612",19801,0
"5613",19802,2.15051636906689
"5614",19803,0
"5615",19804,0
"5616",19805,0
"5617",19806,0
"5618",19807,0.164774861806573
"5619",19808,0
"5620",19810,0
"5621",19812,0.0328134392871005
"5622",19813,0
"5623",19814,0
"5624",19817,0
"5625",19819,0
"5626",19820,0
"5627",19821,0.0214934784644417
"5628",19822,0.0336924386593612
"5629",19824,0.00521535422475586
"5630",19826,0.0717371384926457
"5631",19828,0.394421743459974
"5632",19832,3.53496797142696
"5633",19850,0
"5634",19856,0
"5635",19858,0
"5636",19860,0
"5637",19861,0
"5638",19869,0
"5639",19878,0
"5640",19888,1.19723481943862
"5641",19889,0.00231646709285999
"5642",19893,0
"5643",19894,0
"5644",19896,0
"5645",19901,0
"5646",19902,0
"5647",19906,0
"5648",19907,0
"5649",19908,0
"5650",19910,0
"5651",19911,0
"5652",19913,0.0167792923748493
"5653",19914,7.76198633940267
"5654",19915,0
"5655",19916,0
"5656",19917,0
"5657",19918,0
"5658",19919,0
"5659",19920,0
"5660",19921,0
"5661",19922,0
"5662",19923,0
"5663",19924,0.0546177513897419
"5664",19925,0
"5665",19926,0
"5666",19937,0
"5667",19938,0
"5668",19942,0
"5669",20339,0
"5670",20351,0
"5671",20382,0
"5672",20383,0
"5673",20385,0
"5674",20502,0
"5675",20503,0
"5676",20504,0
"5677",20506,0
"5678",20507,0
"5679",20510,0
"5680",20511,0
"5681",20512,0
"5682",20513,0
"5683",20514,0
"5684",20524,0.00641963950868274
"5685",20525,0
"5686",20574,0.0139076905325055
"5687",20577,0
"5688",20582,0.165705306024557
"5689",20589,0
"5690",20590,0
"5691",20591,0
"5692",20592,0
"5693",20593,0
"5694",20594,0.0189210907094045
"5695",20595,0
"5696",20596,0.00247773434966803
"5697",20605,0
"5698",20614,0
"5699",20622,0
"5700",20623,0
"5701",20626,0
"5702",20634,0.0104232580443511
"5703",20649,0
"5704",20656,0
"5705",20657,0
"5706",20666,1.10797023328347
"5707",20667,0
"5708",20670,0
"5709",20672,0
"5710",20674,0
"5711",20688,0
"5712",20736,0
"5713",20739,0
"5714",20740,0
"5715",20748,0
"5716",20749,0
"5717",20750,0
"5718",20758,0
"5719",20759,0
"5720",20767,0
"5721",20768,0
"5722",20769,0
"5723",20773,0
"5724",20774,0
"5725",20786,0
"5726",20787,0
"5727",20829,0
"5728",20830,0
"5729",20831,0
"5730",20832,0
"5731",20833,0
"5732",20834,0
"5733",20854,0
"5734",20855,0
"5735",20856,0
"5736",20857,0
"5737",20874,0
"5738",20875,0
"5739",20877,0
"5740",20878,0
"5741",20905,0
"5742",20911,0
"5743",20913,0
"5744",20915,0
"5745",20917,0
"5746",20918,0
"5747",20919,0
"5748",21877,0
"5749",21919,0
"5750",21950,0
"5751",21967,0
"5752",21971,0
"5753",21993,0
"5754",21996,0
"5755",22000,0
"5756",22006,0
"5757",22079,0
"5758",22106,0
"5759",22196,0
"5760",24091,0
"5761",26959,0
"5762",26961,0
"5763",26962,0
"5764",26963,0
"5765",26964,0
"5766",27001,0
"5767",27002,0
"5768",27003,0
"5769",27256,0
"5770",29934,0
"5771",29935,0
"5772",29936,0
"5773",29938,0
"5774",29939,0
"5775",29940,0
"5776",29942,1.2855409182916
"5777",29943,0
"5778",29944,2.74131758384578
"5779",29945,0
"5780",29946,0
"5781",30040,0
"5782",30041,0
"5783",30084,0
"5784",19912,0
"5785",20468,0
"5786",20469,0
"5787",20487,0.78358944797883
"5788",20488,0
"5789",20498,0.300159528584198
"5790",20499,0
"5791",31362,0
"5792",22005,0
"5793",31364,0
"5794",31363,0
"5795",31489,0
"5796",21966,0
"5797",21964,0
"5798",31361,0
"5799",31359,0
"5800",31360,0
"5801",19783,0
"5802",21965,0
"5803",19785,0
"5804",19784,0
"5805",26941,0
"5806",26971,0
"5807",26902,0
"5808",26932,0
"5809",26992,0.0059599494561553
"5810",26997,0
"5811",27060,0
"5812",21974,0
"5813",26877,0
"5814",27008,0
"5815",26921,0
"5816",26948,0
"5817",26924,0
"5818",27012,0
"5819",27023,0
"5820",26943,0
"5821",27027,0
"5822",27028,0
"5823",26937,0.0546416096645913
"5824",26967,0
"5825",26938,0
"5826",26890,0
"5827",26930,0
"5828",26950,0
"5829",26951,0
"5830",26952,0
"5831",26904,0.407726690968366
"5832",27138,0
"5833",26927,0
"5834",26923,0
"5835",26922,0
