"","kba","coastal_protection_reef","coastal_protection","coastal_protection_offshore","coastal_protection_onshore","commercial_timber","domestic_timber","flood_mitigation_500km","flood_mitigation_50km","fuelwood","fwfish","grazing","marinefish","moisture_recycling","nitrogen_retention_500km","nitrogen_retention_50km","nature_access_rural_6hr","nature_access_rural_1hr","nature_access_urban_6hr","nature_access_urban_1hr","pollination","reef_tourism","sediment_deposition_500km","sediment_deposition_50km","vulnerable_carbon"
"900",3089,0,0,0,0,10.2812177706453,4.32601814029001,81426.7931167668,5786.91891126918,7.34114121136663,0.440957434009761,1.30659520626068,0,1388.81472092018,614565781,68758034.375,157270726.140625,1918002.55414486,123488434.4375,257732.694335938,3.63279543443286,0,12056174.1672668,1173159.02533436,6511
"901",3090,0,0,0,0,0.432135563772073,0,4962.85061625585,1985.60021212576,0.0419462111286866,0.029975036624819,0.898395657539368,0,156.234891501917,52619048,21153366,22434209.25,1110114.0859375,16673629.375,656807.96875,7.35201154649258,0,1497532.88952637,607267.280670166,639
"902",3091,0,0,0,0,13.6366216101277,0,49198.2035287449,5211.08155840496,5.53049580170871,0.0118378773331642,8.09854899420385,0,1249.78732762024,970260615.5,102280082.9375,88788201.6328125,477909.912791252,44567545.0078125,0,82.6727120759897,0,40269999.5159302,3954958.74985504,6434
"903",3094,0,0,0,0,0.140610583976602,0,12439.4374014896,1101.19529887961,0.173919093643866,14.2211440657265,1.48336765747738,0,597.668074856154,261463513.5,26294988.9375,48993163.375,1719989.72802734,22270001.25,70766.2578125,353.896594524384,0,629327.587030411,62503.5894076824,3636
"904",3095,0,0,0,0,0.386853994179149,0,10103.9427346865,1792.52314006936,0.453546495414211,60.8336473405361,2.04968520335864,0,476.572113366204,171599758.375,33347342.75,60437434.625,2240169.68645382,35250325.0625,2910949.66210938,310.024418771267,0,378045.065036774,112234.688869476,2041
"905",3096,0,0,0,0,30.4884081073875,1.20328090542669,243413.891074935,59128.6572097869,3.87261315736115,0.183881195727736,3.51026549974893,0,2698.6625714159,2045176108,548580531.875,567302344,18527945.7161222,202297893.75,12765939.8759766,17.0872452823753,0,25834553.7520599,6299296.55023193,17948
"906",3097,0,0,0,0,36.5624047538653,0,249863.837492143,61014.2441076228,1.10556477163186,0.0223105791956186,0.616230177851234,0,2394.74806850159,1848709453.5,494793799.25,509886645.75,9956538.80286789,185252406.1875,4151477.23999023,14.2208352094672,0,22040257.9098206,5913146.76490021,16275
"907",3098,0,0,0,0,14.6702929379301,0.100760924910369,129712.871870688,21659.2898864745,1.63317263734027,0,6.55765012766022,0,2109.41261332821,2018359115,432462444.625,323949995.75,6080826.5656786,131145862.046875,1731337.83300781,17.0654746847333,0,74975582.8460693,16216981.7678604,13450
"908",3099,0,0,0,0,37.6157046231348,1.40456503387776,295844.883396993,60833.8496292444,5.93980340369174,0.322031392017379,7.65688611014645,0,3598.70069413243,3057012126.5,764599598.375,720000318.375,21026145.2654762,270154505.59375,798200.796875,28.7734954282523,0,52113338.0606689,13712173.1083984,22858
"909",3100,0,0,0,0,25.9823245509278,0,31921.5114776473,5922.2057279823,5.69189829494107,0,2.05335786051851,0,1870.04423436814,248651067.6875,67497552.3515625,199658441,14193544.265686,89230564.75,17383461.2299194,145.887376965948,0,380155.725355148,104072.663782358,10428
"910",3101,0,0,0,0,20.5961955806964,1.33040469648791,32834.7040601046,7216.32563041521,2.01647917960736,0.0296656454447657,0.501767207848595,0,1700.15541059183,203357931.5,55815222.390625,109786617.0625,4941524.96524048,64324112.0625,1833957.50195312,136.314703034863,0,526535.867815018,218692.630319595,9500
"911",3102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"912",3103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"913",3104,0,0,0,0,18.0098442889521,0,29565.4812194764,5770.6178839936,8.17058492856415,0,0.202551909848713,0,1344.57725942172,202911376.625,50351533.546875,146072177.5,5725313.48843765,73092399.0625,232.151504516602,45.5818611307986,0,2825003.79242706,744660.87558794,6716
"914",3105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"915",3106,0,0,0,0,14.6990992053348,0,75992.9286706836,5509.45300676236,2.55224557651859,0,0.982523961452511,0,1997.46810332953,627116641.5,82070236.0625,262426205.25,19003248.359375,104265957.75,19922611.6748047,208.140384076432,0,1520348.86492157,230634.075654387,10535
"916",3107,0,0,0,0,21.9938800281663,0.81185210604787,142713.289506966,17104.0794209397,10.1509168845893,0.153871633112431,10.8774999313993,0,2003.44936449806,1654083934,328328169.5,370977877.75,7800451.81542969,121370757.59375,0,104.868273804976,0,29875653.5780334,6073198.87493134,13156
"917",3108,0,0,0,0,78.3649384832569,0,216642.067161374,69745.4706725577,21.9938798386488,0.0573021154850721,2.70301793236875,0,4729.20277451776,1312881186.625,482643868.9375,630006762.875,35826889.0572739,262150455.8125,30764246.4550781,72.9933055416412,0,15483936.685482,5721511.93817425,28742
"918",3109,0,0,0,0,7.67138488336728,0,28563.3350143527,3725.35983290627,0.636321572477996,0,0.379787577578984,0,679.730043150712,214626993,36735894.125,120481617.25,4982949.39257812,40990470.4375,3636993.00439453,101.178411151981,0,234794.348773956,36714.9724855423,3276
"919",3110,0,0,0,0,6.19292962445556,0,57845.9852405593,11506.3022402369,1.13071521315635,0.304970316588879,3.31574082565473,0,782.597408007057,639301773,151813115.25,154328873.25,7717031.0859375,62900480.625,456999.95703125,7.08134561361948,0,9072763.15698242,2191270.40281677,5263
"920",3112,0,0,0,0,0,0,112.68672372189,10.7590394496086,0,0.183790564537048,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"921",3113,0,0,0,0,11.981477095231,1.18246794610316,46749.1655771011,12444.4512587726,1.95578044945063,0,0,0,1653.78753575751,300681700,113987193.25,92095309.84375,1133323.74943733,62409281.65625,0,0.0137077266895602,0,1888452.87844467,713581.159482002,9553
"922",3114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16292418,261484.58203125,10885696.125,22962.6796875,0,0,0,0,0
"923",3115,0,0,0,0,18.0436279081972,0,67277.5457965619,14041.799025326,3.80171161187864,0,1.4128572192104,0,1033.02857856932,623708709.5,150429429.75,193431737.25,4228114.30928421,64608854.4375,273988.270507812,52.8792663656423,0,2139285.90602493,504153.77200222,6645
"924",3116,0,0,0,0,0.054485433975557,0,1292.25161100506,123.317501927018,0.0419726355717187,0.756658650934696,1.36514534256182,0,278.207249005937,37883945.3125,3446896.546875,13974746.9375,735208.697265625,8657150.9375,0,188.381531238556,0,19202.5069904327,1839.79004275799,1430
"925",3118,0,0,0,0,18.5385378646646,0,62745.3007095422,11485.5186558981,4.82214124839835,0.0237710177898407,6.90023050073159,0,1653.67547997844,812186079,240566974.875,232328116.375,10007383.8781013,91433601.8125,2373124.8515625,121.330842233772,0,7003837.49613953,2631265.53221893,9994
"926",3120,0,0,0,0,16.4635362163674,0,43058.2115243434,7208.81849767972,1.82407008775209,0,0.0888062855611154,0,1076.37982374221,358999815.75,107539070,182340774.25,3979270.90124512,73319425.8125,0,0.0186035230432253,0,3701320.53848267,1190962.51233482,6519
"927",3129,0,0,0,0,0.873615313783524,0.213200218361961,40144.1993582851,10525.1731496266,0.231229591131699,0,0,0,331.004883811064,184841067.5,48021019.125,13961225.6875,44363.0891284943,13265524.265625,0,0.0355507724097492,0,8083437.06872559,2210321.15692902,1545
"928",3131,0,0,0,0,37.505712426149,2.74251107187405,253928.387373767,58290.818690582,11.8148367257567,0,14.4998395420615,0,4562.11078991772,1780790783.24609,439351667.44458,169881320.619629,1055725.96899891,72749619.2001953,212400.4453125,86.2034593517444,0,61154361.5304832,15764131.878273,17321
"929",3132,0,0,0,0,3.84561213076572,0,29996.0364531409,15036.0484377694,2.10582071322939,0,3.43752307903621,0,604.443700872378,357173429.125,185496646.28125,48414139.0625,1056667.45988464,20058339.75,1478624.4987793,65.7596758902073,0,22537102.1703491,12784736.419693,2353
"930",3133,0,0,0,0,52.1334325161263,0.0945963057297179,74671.5142829836,11998.5988931376,6.39431269493191,32.6631704643369,0.43850265443325,0,3205.56555001562,222756021.25,34809050.4628906,102372011.238281,299498.637452602,75995580.6650391,0,17.0693428998698,0,2879519.2875855,431019.002653956,10674
"931",3136,0,0,0,0,0,0,397.878175521488,57.2935191675062,0,0.0243457388132811,0,0,89.2443629101459,18979887.625,2280834.6015625,236345.045898438,450.216827392578,217874.796875,0,12.9720116853714,0,1737448.20666504,210336.999671936,198
"932",3137,0,0,0,0,0,0,434.446385539743,143.436734296605,0,20.2753298282623,2.34353633676585,0,49.6961967381573,4172830.09375,664743.375,5637378.375,24625.8107433319,9062392.875,13795.0087890625,20.4968149662018,0,865264.287918091,141003.54776001,243
"933",3203,0,0,0,0,0,0,2265.70602365478,231.941248824626,0,0.282020799815655,0.111412775593281,0,43.5180597064975,27368328,2766513.125,13352746,289267.080078125,11714572.25,31462.2763671875,55.7423305511475,0,710126.693359375,72259.8239746094,0
"934",3204,0,0,0,0,0.026757538318634,0,384.405551726271,31.9788860145184,0.0259011145681143,0,0,0,14.5060199021658,39586558,3765533,3191913.25,95308.484375,2462552.5,0,96,0,6097.48443603516,619.453186035156,0
"935",3205,0,0,0,0,0,0,579.057423524622,45.8914511709296,0,0.0505411829799414,0.0790587793300716,0,43.5180597064975,80498859.5,6311845.25,13647676.5,135519.189453125,11251366.25,0,119.657548189163,0,635910.937194824,49730.6961212158,214
"936",3206,0,0,0,0,0,0,5738.84520944945,391.916641223519,0,0.532654360402375,0.542489011655487,0,681.782935401794,209697240.75,14284798.390625,152838147.75,1414810.89864683,125439526.40625,48394.6484375,52.2384131072104,0,6324253.14933395,445260.947773814,4240
"937",3207,0,0,0,0,0.015428824783192,0,5444.80637147086,296.715598164192,0.0186132309253987,0,0.1550696025098,0,203.084278630322,75099749,6316284.84375,34967492.5,2218569,24928705,419154.197265625,40.5160908467369,0,20296.7022662163,1886.06198129058,99
"938",3208,0,0,0,0,0,0,411.658267009508,18.8423155182232,0,0,0.0271317333825877,0,14.5060199021658,32091964,3048910,23993466.75,2044485.16796875,15678616.75,369627.51953125,20.6061134338379,0,1611.3125,154.939498901367,65
"939",3209,0,0,0,0,0.374602098622995,0,3958.9765118864,1017.59604106623,0.243408465067726,0,0,0,72.5300995108292,55581747,33602702,19768816.25,2678760.5,12464352.5,9639797.5,0.0031880354099485,0,11243.7711639404,7205.84979248047,143
"940",3210,0,0,0,0,0,0,964.122301441042,95.9569239308221,0,1.6632958650589,0.0267379661090672,0,72.5300995108292,27011043,3161988.96875,18787913,2482783.03125,12464352.5,9625933.75,6.34750390052795,0,18351.1509819031,1979.14235401154,285
"941",3211,0,0,0,0,0.316222096990509,0,5365.25144362812,501.086826776889,0.450911444170827,9.99196780845523,0.388859536303837,0,212.04454350772,175670361.75,19078250.53125,31742067.5,1059050.08984375,19660922.375,748317.125,173.278308868408,0,198440.209279656,27784.4308013022,497
"942",3212,0,0,0,0,0.287070078457863,0,5953.59903556876,686.085491964161,0.253200081899163,4.30841413512826,0.241683447424534,0,246.602338336819,82464720.75,10791175,44622502,2812952.7265625,32376998.5,9894786.90625,114.350740909576,0,1525796.78190613,202772.186037064,328
"943",3213,0,0,0,0,0.563996953614416,0,4512.30833224319,450.799124421353,0.539728827967929,0.00114628160372376,0.401069507002831,0,159.566218923824,216972511,42050912.9375,27549374.25,3013051.3125,17737360.5,5956513.515625,112.993640303612,0,100027.730126381,17719.4260175824,13
"944",3214,0,0,0,0,1.89780577399292,0,8335.33614246814,984.946387500912,0.922181883491155,0,0.322162046792588,0,203.084278630322,145976105,33604519.875,19806317.25,2003548.5625,12685184.25,3471083.91796875,42.8635312505066,0,1103714.90414429,316781.804771423,97
"945",3215,0,0,0,0,29.4662094902385,0,137583.304190475,24683.4516603231,6.29654076618921,0.511687057092786,0.432367656671443,0,2647.74518012775,1658122156,612184082.625,693179133.25,77433319.546875,431268728.5,305484457.605469,59.6189090001836,0,17497647.5850143,6724927.79264355,5050
"946",3216,0,0,0,0,0.209061510174184,0,1228.95622898789,85.0051283427373,0.109655721807611,0.0277283471077681,0.0830351035559483,0,61.5534975004985,50772671,7025676,3740789,178853.046875,2492870.5,0,86.9297399520874,0,53630.654296875,6613.59838867188,71
"947",3217,0,0,0,0,0.0926164151436369,0,913.994898167641,84.9587085721858,0.122047879885713,0,0,0,59.3346732067951,56244026,6116716.8125,10096706.75,394377.1015625,7478611.5,1127651.41210938,172.242385864258,0,1283.18326950073,140.413405418396,4
"948",3218,0,0,0,0,0.444590077676807,0,17072.1527595256,3792.19577784017,0.441419729216939,5.21698427945375,0.0374331511557102,0,598.657100132541,352180752,74173285.53125,102474398.25,10170581.40625,64846108.5,25075294.3398438,246.600380718708,0,639027.738984227,130700.349190563,849
"949",3219,0,0,0,0,1.7821131299249,0,6312.44871084158,1049.49872473168,0.715051778284294,0.125220909714699,0,0,102.059929477149,87715081,16883789.25,21120360.5,1259765.828125,13127415,85947.0078125,9.68380285054445,0,518022.270507812,99345.8269042969,6
"950",3220,0,0,0,0,0,0,290.710663934491,38.7392563459295,0,0,0,0,13.8510432686203,30781024,5061776.5,0,0,0,0,48,0,9641.8994140625,1590.18725585938,6
"951",3221,0,0,0,0,11.4950894357377,0.175674806431455,45868.756996723,7566.68514022992,2.32941930608397,1.17016700096428,0.390374302864075,0,662.84476645553,620026926,107844715.4375,183882166,11623941.21875,110270286,793101.401367188,49.8336662435177,0,8294566.53620911,1414356.09686089,285
"952",3222,0,0,0,0,8.26022224313859,0.796880282428723,31272.6628537856,3804.00573561301,2.17948943303399,0.0131927356123924,2.25149176790733,0,641.460807003897,780394516,112685657.8125,216056752.75,8069055.609375,131274150,219213.368164062,8.5049310233444,0,7330801.47371864,1074132.16158056,306
"953",3223,0,0,0,0,2.47161263722126,0,10513.5999230934,1064.14123060896,0.503371055562755,0,2.0605085371856,0,247.859828730218,251524795.5,27896692.5,65055750.5,1603195.0078125,43361650.75,0,15.4647408872843,0,1320611.88400269,145173.104412079,223
"954",3224,0,0,0,0,4.40226341654429,0,17586.4664682288,2312.61787653903,1.82726168605376,0,0,0,349.919758207367,308341296,45548126.375,108910734.5,4473751.8671875,69803348.75,0,35.132981672883,0,7144427.52050781,1065238.60864258,36
"955",3225,0,0,0,0,1.89685602971221,0,9412.56324113879,1463.26090955906,0.663576931269056,0,0.26737967133522,0,208.970165653203,260420907,45894632.625,51833378,3128193.859375,32434027,118432.138671875,145.633144319057,0,2243468.97550201,396310.972444534,47
"956",3226,0,0,0,0,0.0441353618354838,0,3607.40976957586,80.0383750747177,0.0230016016036385,0,0.283422447741032,0,43.7399697759209,67454810,4459031.9375,3382368,78448.3984375,2429493.75,0,35.1735672652721,0,100070.346923828,8770.11687469482,88
"957",3227,0,0,0,0,8.50197463339895,0,66527.7156389994,2593.34636606158,2.11637251129308,0,5.4321836013805,0,787.319455966575,2141210484,125231829.25,224867552,4415151.2265625,145996777.75,0,18.8718660818413,0,6377840.54026794,455229.682931423,739
"958",3228,0,0,0,0,13.2386085028769,0,46184.2446232045,4378.99014577462,1.86371592907256,0,1.26085017618825,0,737.146853016,467188768,88915694.8125,234077611.25,8012675.34375,138418739.5,885048.065429688,11.5335472001279,0,13115614.1009521,2543052.71209717,589
"959",3229,0,0,0,0,28.7731600496337,0,96159.4373613003,6705.24830697953,5.3306839083581,0,0,0,1398.95537013065,928809479,121511535.125,460793790.5,4753952.72828674,264080400.25,0,0.0719750964108243,0,15340094.7304688,2019665.66166687,645
"960",3230,0,0,0,0,0.109310732723435,0,628.461009479768,71.3668001012237,0.104450353089126,0.0534135028719902,0.443850249052048,0,13.8510432686203,11601432,1441955.5,4574564,275740.75,2670811.25,11767.7822265625,11.5891704559326,0,146228.171875,18334.548828125,6
"961",3231,0,0,0,0,28.5179592893322,0.332943986444873,179900.038594331,8471.10777967603,8.62159792710559,0,2.05502927098521,0,1472.578982456,1741506241,121187208.375,393998632,9480890.9609375,266390565,0,1.07443968188909,0,7282619.95238209,608442.576596618,732
"962",3232,0,0,0,0,11.9985881582506,0,82462.7014791391,10455.9882277423,5.74604576858754,0.255515545606613,12.6458514279688,0,722.90804431146,740385993,114458380.5,136621925.75,3193538.74023438,72313802.3125,181427.359375,0.114358211136697,0,10128373.1392632,1836501.57216406,1344
"963",3233,0,0,0,0,51.4933939324875,0.178830614315811,254008.357782219,26701.0140684675,11.1512211914509,0.0205163101200014,8.41271145028076,0,3876.03375948412,4179599061.25,671490372.3125,1282449680.08594,13742586.3774676,596661301.359375,183852.4921875,1.12790637638466,0,185265420.18338,28888122.7208405,5703
"964",3234,0,0,0,0,0,0,271.804476388417,61.7936935624246,0,0.00576114794239402,0.0695187225937843,0,11.854624036299,48511488,11409187,0,0,0,0,37.3526268005371,0,1512279,358460.21875,11
"965",3235,0,0,0,0,0.292120624187397,0,1009.17890897045,83.6868696408542,0.340313308366329,0,1.03446910761515,0,23.709248072598,73577642,6955514,2556665,199550.65625,391630.375,132612.546875,0.11193111538887,0,2070739.484375,198253.224609375,134
"966",3236,0,0,0,0,0.267519225110397,0,2780.90504728003,274.624971698696,0.337989224132199,0.280171474441886,2.32078716403381,0,71.1277442177939,139176174,15031435.625,17694124.75,973262.125,4687043.75,265225.09375,0.507371094194241,0,2997752.1484375,325250.551757812,358
"967",3237,0,0,0,0,0.0333677949683518,0,1108.38719952874,137.742668639495,0.0505584385063533,0.109808875247836,1.31137632721592,0,24.2076132851542,205803336,26681666.75,0,0,0,0,110.065320491791,0,1485351.72265625,197284.036132812,196
"968",3238,0,0,0,0,0.560423842387303,0,2902.83877949557,418.252086194339,0.49268122888671,0,2.08552883105486,0,59.2731201814949,79199381,12318267.375,14716619.5,1138330.9375,2213690.375,663062.734375,0.014993738514022,0,5296420.11523438,834367.123046875,391
"969",3239,0,0,0,0,3.37037170573494,2.37393048824712,68502.3600413012,6443.05652731835,5.31631304834453,0,16.5933169825923,0,3461.04736330435,4503293250,637082198.625,356540497.752568,1920220.24016333,68457290.3769531,0,0.0869941709782776,0,723691106.419922,101319891.969482,20048
"970",3240,0,0,0,0,16.0148631317425,6.07766668318041,56613.1985732061,1762.44158832695,10.4117937966354,0,14.4347383982702,0,1619.87995469263,1343783864,124284242.65625,394234937.5,15905584.6640625,259885870.75,359429.640625,48.7726251787535,0,19235339.2536011,1810373.43534088,1540
"971",3241,0,0,0,0,0,0,1213.96039465363,62.8735381441503,0,0,0.0902406424283981,0,58.0240796086633,125410356,7009769,19469728,1103875.3125,13872135,0,59.7396001815796,0,117872.33984375,7234.84320068359,323
"972",3242,0,0,0,0,0.895281872260808,0.0184721974628327,1267.61491076928,199.384353625441,0.670283767214335,0,0.0695452150044781,0,103.454236571464,94624436,17105954.0625,32962181.375,1158420.66796875,23551818.78125,0,31.5722838640213,0,740849.401367188,132472.345306396,518
"973",3243,0,0,0,0,2.45287497976087,0,4545.13597811603,795.668634301574,1.31545441798104,0.0647008307278156,0.308663136367746,0,317.384281463957,134526954.5,26088661.4375,42927550.625,3116209.7421875,26050061.9375,1665737.26757812,115.170156367123,0,996322.921966553,195555.435408592,455
"974",3244,0,0,0,0,1.99490872587657,0,11849.7389878544,931.457690321819,0.894054750411545,0.00755611411295831,0.811365271277077,0,205.755680229734,202250611,19126772.8125,76652479,930620.87109375,35311631.3125,0,0.00446560559794307,0,30545147.0625,2920263.39453125,992
"975",3245,0,0,0,0,55.7793993479681,7.36320309263091,415349.604166745,55367.156015238,21.0387566615904,0.0846593109890819,36.5181233465031,0,8033.4420676652,8900723195,1394715608.1875,2540099786.86719,32188073.9717007,1080537014.36719,0,2.55696233022572,0,507661411.178894,80665570.2952652,23196
"976",3246,0,0,0,0,1.14591387144611,0,10902.4717028597,2293.49171458579,0.265762525830298,0.0930408809799701,0,0,235.810373242712,200987464,43555959.625,49500756.25,3216309.88372803,9493779.09375,328414.0234375,0.389452691821134,0,8560859.98999023,1788365.2052002,214
"977",3247,0,0,0,0,0.851710110124868,0,3344.77101323227,667.936409973998,0.22563818017923,0.0115455170162022,0,0,68.7780255291243,56796426.5,10635374.25,11760863.75,760711.4296875,2260423.59375,82103.505859375,0.0185067911424994,0,4346674.8359375,793428.676757812,128
"978",3249,0,0,0,0,3.87657853179523,0,26534.9366589582,3043.83230655878,2.27041720601245,0.359944142401218,6.62504449560016,0,479.541098976366,554999285,82381057.5,76022040.25,5925477.09375,12815679.21875,0,3.67894257835566e-08,0,31205053.4482422,4395642.59741211,573
"979",3250,0,0,0,0,1.01062571371534,0,20980.3814289148,1372.46405731891,0.466354059608158,0.0429240008816123,1.06778175977761,0,417.690955486181,487351270,38450331,25173020.671875,578890.620471478,6789465.12109375,0,0.000824833991797336,0,60859636.2680664,4686126.14509583,483
"980",3251,0,0,0,0,0.420788498429621,0,71084.3675208377,5685.49759843518,1.36482211167774,0,1.78923325909026,0,900.646122767079,2263379662,268894326.5,46423770.9414062,1178206.46451187,13007183.4511719,0,3.11531256569353e-07,0,297741344.625,35154188.4023438,4853
"981",3252,0,0,0,0,0.257374918107419,0,23406.5608906565,2190.61518935515,0.270054351533158,0.00218098377808928,0.50184828447512,0,104.422738871545,212488926,25487780.5,5787556.03125,911329.45413208,1528376.6796875,33958.38671875,0.00126501288013969,0,32893441.4140625,3789729.65527344,96
"982",3253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"983",3255,0,0,0,0,0.171166336065452,0,3806.7858722798,227.725263126701,0.198028442014557,0,0.69087930590817,0,106.691616326691,151197968,16631361.125,35695372.75,195822.520980835,8161878.84375,0,0.00951367811158921,0,10280300.1953125,1181304.140625,751
"984",3256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"985",3258,0,0,0,0,12.355341540274,0,48238.1248348449,6247.11717002928,7.08822031021794,0.402131671551615,6.81352668649777,0,1480.59884700031,256467326.1875,35364463.5,702366010.5,11963494.2949219,456850651.5,2289783.56835938,620.828687092289,0,841755.592265129,115723.919792594,9079
"986",3259,0,6216.34639072418,77197.3781079858,6216.34639072418,0,0,0,0,0,0.0928060002624989,0.0939585882125836,316.044778943062,0,229893.517700195,227904.651306152,18508081.25,1010023,11496332.5,3284049.84375,8.63165712356567,0,0.00302269565872848,0.00300716399215162,364
"987",3260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"988",3261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"989",3262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"990",3263,0,0,0,0,0,0,2376.13034104477,432.713455107958,0,0.75019896030426,0.315508008003235,0,12.4802727665543,0,0,0,0,0,0,0,0,0,0,0
"991",3264,0,0,0,0,0,0,1010.26676696374,89.8615175434708,0,0.022529860958457,0.176470592617989,0,0,0,0,9506615,582075.0625,5823943.75,92591.5234375,0,0,0,0,0
"992",3265,0,0,0,0,0.294810455801303,0,9915.79575698289,1161.43313829944,0.59739822671503,0.561489871121012,1.9621050663968,0,130.795400229731,676353698,79231385,9713549.5,922026.65625,5868828,584847.375,261.555850028992,0,913584.913085938,116796.138305664,524
"993",3266,0,0,0,0,0.0645364515786302,0,28769.3972035516,3159.37200422875,0.00440114158486932,2.69170853495598,0.352941185235977,0,60.9707853094374,59425918,8053131,64347914.75,3303104.0747757,39503772,3169700.36328125,6.01013506948948,0,1179932.06445312,161686.606811523,356
"994",3267,0,0,0,0,0,0,7952.6986041911,1511.9063058565,0,1.39763413975015,0,0,39.9187393371276,105944116,25930208.5,29667136.25,956275.9765625,14846383.75,1174749.40625,1.02042234963847,0,6893477.72164917,1663727.65791321,252
"995",3268,0,0,0,0,0,0,11218.478491224,2659.80671009733,0,1.37902102246881,0.203921719995091,0,26.6124928914184,247696252,75868886.5,21499653.25,1128203.25,14726911.25,1957024.125,24.3118982315063,0,3461351.96875,1054886.390625,138
"996",3269,0,0,0,0,0.00404616165045867,0,2797.93190616687,301.852225217957,0.00469207398960079,0.186431936919689,0.360127788055503,0,26.6124928914184,131994272,15579819,7833946,454381.1875,2446205.25,101149.890625,65.0935955047607,0,3327671.75,393955.6015625,140
"997",3270,0,0,0,0,0.354852702604023,0,3910.14239108535,867.130654958401,0.113848734347026,0.17058864608407,0.375523794914218,0,26.9215691454388,6520964.5,1515627.9375,1382774.21875,523960.609375,417455.625,364482.2109375,0.00147237430792302,0,1626151.3125,370405.046875,159
"998",3271,0,0,0,0,8.22400102991314,0,254678.391832311,25467.9344569429,6.3964552821134,0.0836924221366644,11.709190247009,0,997.968483428192,2114395886,253646610.375,286552270.75,13954165.84375,191080039.75,11328812.5061035,16.3793054706554,0,33730133.9163513,3498611.62784767,9181
"999",3272,0,0,0,0,2.14944666710248,0,32169.5997639356,2779.34915176875,1.49806166314225,0.42021605418995,18.047094189429,0,849.318385949945,437919366.645508,59771063.8300781,267663265.5,9022001.84375,163209104.25,4935866.8984375,13.9765532303496,0,11487764.8483355,1483941.27948627,6899
"1000",3273,0,0,0,0,2.6305938542976,0,166133.1298309,37212.4771189888,2.78904259376834,10.4916466875002,8.21265928679663,0,862.824340180146,2378479730,633453423,293239610,33622564.890625,172127031.375,26563015.828125,63.4914973878276,0,40893505.0838623,10846820.3016357,5615
"1001",3274,0,0,0,0,0.00632109823898956,0,56962.1045315143,7933.89665012,0.0114743920956214,9.3730941247195,7.23300665580929,0,312.006819163859,1822022906,306091833,87928703.5,15970047.75,48434568.25,20303322.375,363.843978285789,0,10555886.9362793,1750765.91986084,2952
"1002",3275,0,0,0,0,0.183881106585222,0,13293.8448209855,1959.43198295741,0.464117050835856,1.50897434167564,4.42027809571522,0,131.61727223087,776856957,108143910.5,54001511,6954602.375,32278554,3497075.1875,228.516842260957,0,1270022.0300293,195210.342636108,851
"1003",3276,0,0,0,0,4.7555085154635,0.581873965983179,332928.389245199,18335.7514869197,2.62632305382649,0.22973821265623,17.7435109711571,0,945.04717229628,3874604832,329246468.125,421113263.125,10027441.201334,258479060.8125,2996812.14648438,6.37319048536301,0,284966726.875,24281090.6188965,11149
"1004",3277,0,0,0,0,4.57141386972494,0,133239.621699283,12920.033840463,2.41186581429365,0,14.0095283468704,0,426.795497166061,1986699400,253405233.75,215142219,8476121.27734375,128791742,4623858.57958984,14.7519059679471,0,88747497.5837402,11320718.4667206,5218
"1005",3278,0,0,0,0,0.947960648103223,0,99915.0493129367,9914.23809143085,1.12614696185782,0.157906837761402,7.78025989116281,0,422.252835554524,1769148478,254398722,191945432.796875,4152548.63695431,111816788.246094,383656.28515625,1.33364934597921,0,106504461.710938,15334182.4228516,4572
"1006",3279,0,0,0,0,2.71906230318561,0,216522.30586855,17967.5786512885,2.25990358565624,1.97804768802598,24.2586049709588,0,1123.22454898989,3154708168,304848652.125,353816986.5,8225301.55214691,197516687.125,663874.6796875,359.27284426171,0,262435820.988281,25727917.137207,10915
"1007",3280,0,0,0,0,1.49411234400753,0,94020.1133888726,9477.96721774628,1.51492709816182,0.959850232466124,5.53467688925343,0,497.928080027071,1182563827,137821591,248856559.449219,5913414.9774456,151873489.273438,0,0.715380794185876,0,225451303.6875,26307825.0585938,5222
"1008",3281,0,0,0,0,0.952569565825144,0.00597341098551135,65021.8107531117,5932.48539645908,0.860577983179429,0.437831975053996,3.00100789915394,0,497.928080027071,1325670984,146192077.75,79732947.7834473,1086265.70134449,43075257.4335938,0,0.233133100604391,0,304107977.324219,33554460.3422852,4696
