"","kba","coastal_protection_reef","coastal_protection","coastal_protection_offshore","coastal_protection_onshore","commercial_timber","domestic_timber","flood_mitigation_500km","flood_mitigation_50km","fuelwood","fwfish","grazing","marinefish","moisture_recycling","nitrogen_retention_500km","nitrogen_retention_50km","nature_access_rural_6hr","nature_access_rural_1hr","nature_access_urban_6hr","nature_access_urban_1hr","pollination","reef_tourism","sediment_deposition_500km","sediment_deposition_50km","vulnerable_carbon"
"63",104,0,0,0,0,0.10629151207397,0,306.025134076768,34.364621884139,0.0292439836479123,0.157011714367498,0.0600634431005112,0,17.8908867971791,1823045.16944444,210370.988715278,561879.916517857,3038.59423430307,108431.439732143,0,3.36242289263595,0,1913.1043270131,234.360032061984,10
"64",107,0,0,0,0,0,0,161.902428403175,11.7400098007049,0,0.00192860113456845,0.120788914891652,0,17.769088666608,988612.934895833,66778.865234375,824631.02875,4333.60424510956,290974.26828125,499.677890625,4.09255897044204,0,2819.64064895113,194.643423459182,51.8333333333333
"65",108,0,0,0,0,0.0123851714429045,0,96.2102168700904,17.3633598478252,0.00272716015984728,0.0621169123332947,0.0920486916807179,0,17.3692632035801,1609313.75328947,276812.981085526,2086665.29166667,12898.1111125946,1667906.22222222,10986.2201605903,4.91763530279461,0,23964.0198659395,3937.88165483977,62.4210526315789
"66",112,0,0,0,0,0.0179647460378598,0,279.902790385712,45.0900600371345,0.0116224149565049,0,0.16630702941406,0,17.3301310073485,1646748.51666667,341613.028125,1660272.28952206,21706.2262276481,1593389.18658088,3686.25896139706,2.8084734916687,0,2785.62925580343,679.12954436938,72.8
"67",113,0,0,0,0,0.0548706141509049,0,974.281734434918,403.457152515214,0.0490226315083088,0.311859000367778,0.156314274439445,0,17.4985043842352,5501762.41477273,2293596.67045455,2836675.43902439,97074.5447075076,1960296.14329268,82178.6694216844,3.89097381687977,0,11080.2564381849,4620.99007568034,26.8636363636364
"68",120,0,0,0,0,0.0544971286872954,0.00300005683137549,2764.53249489823,992.396249755844,0.0549909726001257,0.00523121880215346,0.392051763026048,0,13.419840831702,19976133.1169725,8047255.22362385,358412.628106633,32955.8845040033,522830.825078842,31522.7169178254,0.0577364750309602,0,1471906.58421732,598529.469457784,81.9174311926605
"69",131,0,0,0,0,0,0,123.355412173081,11.1787908409753,0,0.0012174875009805,0.137722826760474,0,17.7689330941252,1475971.17857143,123691.850446429,797846.234375,59.7863544225693,307376.41015625,0,11.722743170602,0,37714.4147126334,3169.88021162578,50.2857142857143
"70",161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"71",163,0,0,0,0,0.000436029105165803,0,43.8044489570185,24.441279701079,0.00175550164598861,0.001126145478338,0.158857072949746,0,8.54921220710246,1775499.56944444,469957.020833333,159685.192708333,2720.24797964096,96018.5390625,0,1.1144771873951,0,52604.7254774306,13352.2335069444,15.625
"72",173,0,0,0,0,0.000101036836472577,0,4.65735228021107,2.46244334769462,0.00040600356561189,0.741039452453454,0.0402742741554004,0,8.21590729588136,1173778.63541667,262609.00390625,102672.212646484,41.9408016204834,80015.44921875,0,0.337094957263616,0,334413.075724284,77002.0679880778,12.1
