,kba,coastal_protection_reef,coastal_protection,coastal_protection_offshore,coastal_protection_onshore,commercial_timber,domestic_timber,flood_nathab,flood_mitigation_500km,flood_mitigation_50km,fuelwood,fwfish,grazing,marinefish,moisture_recycling,nitrogen_retention_500km,nitrogen_retention_50km,rural_nature_access_360,rural_nature_access_60,urban_nature_access_360,urban_nature_access_60,pollination,reef_tourism,sediment_deposition_500km,sediment_deposition_50km,vulnerable_carbon
394,700,0,17797.25488,17786.2124,15627.80396,0,0,0,2839.153765,2543.450223,0,0.037476202,5.3242354,0,13.08451765,2192209.082,1949362.957,8390.085449,8352.30426,5003.664917,3944.347778,172.2268271,0,8872.018961,7781.722745,706
395,701,0,3714.903564,40.05966568,2041.884079,0,0,0,0,0,0,0.00239219,0.169761058,0,0,14965.96387,14193.99194,1491.063232,828.2740173,563.7478986,216.4347229,0,0,0,0,116
396,702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
397,703,0,0,0,0,0,0,311662.6429,76597.85316,39559.69172,0,0.606894445,3.290646089,4.900235176,56.24742585,57758030.5,32740521,4849.258118,7150.319092,2784.820557,11539.18872,26.46688139,0,351258.8029,194433.2993,0
398,704,0,11.98865032,5.158582687,0,0,0,0,0,0,0,0.012536658,0.103557469,0,0,77793.83105,73431.95996,1939.703247,2494.500244,1113.928223,2840.017212,32.21971655,0,0,0,69
399,705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
400,706,0,0,0,0,0.00932713,0,129699.0129,0,0,0.0124638,0.005077723,2.00412795,0,0,12160158.5,8563395.625,3879.406494,4414.718811,2227.856445,4450.610352,115.8464661,0,360.9134536,255.2927599,104
401,707,0,0,0,0,0,0,0,0,0,0,0,0.391472765,0,0,7067156.594,5108315.316,4599.93042,4299.764709,3321.783081,4635.263351,31.21703458,0,711.4002013,507.1121254,78
402,708,0,0,0,0,0,0,322804.3159,19538.96665,5158.677435,0,0.001093075,4.059830034,0,0,188369313.8,74479908.38,6788.961365,5249.925476,3898.748779,646.4565392,163.4715652,0,51386.09066,19603.95051,161
403,709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
404,710,0,0,0,0,1.013357396,0,627314.2919,54995.60673,15476.49349,0.132565925,0.007790224,4.416549415,0,73.88194995,129659483.5,47994537.88,10534.98126,9762.450439,6722.421997,1748.389488,54.28672016,0,24542.09945,8664.895628,118
405,711,0,0,0,0,0,0,168148.7232,15219.9924,6542.616146,0,0.089368597,1.66059143,0,44.99794068,86104681,34149439,3879.406494,6306.573486,2227.856445,556.3500519,79.11933613,0,68143.01416,28008.86853,2
406,712,0,0,0,0,0,0,789153.5529,63045.15986,21188.73411,0,0.002493693,2.687085176,0,204.5709695,329857661,120308597.5,15517.62598,20126.00159,8911.425781,1694.271072,7.363548389,0,601388.7087,230780.6089,403
407,713,0,0,0,0,0,0,174182.9003,1815.780358,1224.51564,0,0,2.152542857,0,63.9444331,8992870.375,5492591.688,4848.962463,6256.169434,2784.820557,537.1193771,71.20347023,0,83940.21436,52199.96146,276
408,714,0,0,0,0,0,0,270882.9802,15308.4197,5403.639688,0,0,2.2196765,0,89.52220634,26427671.25,11082054.75,6788.961365,9691.601929,3898.748779,1015.962105,12.3324874,0,11435.28907,4054.359159,174
409,715,0,0,0,0,0,0,695898.3266,10644.1367,7021.810151,0,0.038306422,12.28897869,0,207.4196994,184445851.8,115108690.4,16383.70734,15004.02789,9468.389893,918.4600115,643.6550589,0,87495.7358,55853.5694,265
410,716,0,0,0,0,0,0,172611.8196,16399.39897,6636.15611,0,0.046910824,0,0,51.15554648,34389580.5,12808709.75,3879.406494,6268.383667,2227.856445,520.120636,5.453310966,0,18638.75793,6827.075974,66
411,717,0,0,0,0,0,0,64663.40938,6450.021674,2663.903086,0,0.012722346,0,0,25.57777324,26459982,10547253,1939.703247,3342.205933,1113.928223,677.6707153,5.357416391,0,297.6844215,119.7423382,77
412,718,0,0,0,0,0,0,35034.42188,3565.730308,1402.421861,0,0.002051407,0,0,12.78888662,7484068,2928708.5,969.8516235,1578.99646,556.9641113,449.9710999,3.086504221,0,22560.24023,8842.928711,62
413,719,0,0,0,0,0,0,422546.6878,2651.676681,2141.396799,0,0.001268539,0.299465209,0,76.73331972,14355848.25,10436124.63,5816.000366,7043.434326,3341.784668,1740.393478,2.455645829,0,1710.132221,1283.421764,63
414,720,0,0,0,0,0.275896037,0,248323.8425,17742.23299,5329.678665,0.549493819,0.021090559,0.986448202,0,33.74845551,210073556,106715582,2909.554871,3914.117676,1670.892334,4150.357422,81.2148304,0,1074647.994,533709.9155,0
415,721,0,0,0,0,0.025159079,0,580151.7014,11130.41276,8042.750517,0.099695081,0.193828231,5.083137072,0,98.650139,63157366.5,44438259.25,12608.07111,11876.79205,7240.533447,3859.113525,133.8363867,0,71829.31456,58243.73137,303
416,722,0,0,0,0,25.30537732,0,10255087.01,647729.787,122719.3097,10.81837319,0.640710954,47.6786158,0,1991.158875,5256723806,1105680252,158481.681,48814.55365,93128.7738,5975.590697,134.2589579,0,34421474.59,7119974.996,7982
417,724,0,0,0,0,16.76998667,1.135437099,5954114.128,333171.1882,57455.67743,4.427955838,0.001288238,6.527862551,0,934.6767781,1607073940,285689934,76635.58838,12543.53648,43958.5856,220.796942,0.253141882,0,10587016.85,1831277.083,206
418,725,0,0,0,0,5.683277084,0,2863640.542,163666.7012,40472.1351,2.108895988,0.034439882,10.77448489,0,559.9073213,1806562083,410463845.5,46552.87793,13820.81593,26734.27734,107.9684962,16.48977764,0,16066670.59,3706459.205,1015
419,726,0,0,0,0,8.707480596,0,2735157.733,155123.2507,31950.53205,1.852757413,0,0.896509798,0,405.3739843,723975615,138644383.3,34912.44269,8087.739639,20050.70801,0,0.05423677,0,3913015.356,767106.3924,204
420,730,0,0,0,0,14.04506565,0,7858129.335,394267.609,192565.7918,4.873293582,0.277443036,10.8491454,0,1253.310889,1731683727,794378477,93638.57758,72104.00906,54371.52448,36479.1664,1.690650792,0,20784494.19,9658409.1,1615
421,731,0,0,0,0,32.09341253,0,14110444.58,510635.4441,134046.6187,16.03385692,0.113224174,53.78069619,0,2544.988437,3082631175,837382611.9,171016.269,74261.05646,104530.707,8281.872641,0.400009128,0,40417714.7,8343080.149,5153
422,734,0,0,0,0,4.827603038,0,1458080.012,72853.87858,23865.47901,1.046764075,0,5.631046493,0,294.1443923,407262580,123719486,21597.86224,7694.050903,12535.03448,1293.826864,0.045963963,0,733044.5063,249620.5165,321
423,735,0,0,0,0,11.28331224,0,3681161.706,200771.1401,46529.54318,3.64996038,0,15.73501516,0,984.7442697,1473799540,328676351.4,68159.44019,14719.94249,39863.69281,0,1.200080795,0,17450969.81,4271136.264,1585
424,736,0,0,0,0,38.74242166,0,12752132.7,567768.8084,46051.77633,10.86320725,0.086069651,46.81351895,0,2791.085235,5112923493,554841778.5,179807.7812,64738.17849,104966.1931,2714.59093,82.26733133,0,39200822.39,4300928.607,3231
425,737,0,0,0,0,15.60834707,0,3729139.499,200926.6426,17906.69031,5.283849033,0.011631085,18.44578168,0,1109.15442,1991952136,204487351.5,61781.69296,28508.96606,36635.48804,1985.471391,44.63717328,0,6484886.013,663887.9617,2160
426,738,0,0,0,0,1.600630335,0,647420.9075,37113.54774,3639.850541,0.932529619,0,6.275500909,0,280.9857865,615229211,62635992.75,10351.19052,5802.83139,5200.070602,807.477232,36.70327902,0,4379367.117,450438.6144,1101
427,739,0,0,0,0,0.024869633,0,86181.94428,4973.792858,1353.989888,0.049532099,0.008140356,0.598930448,0,22.49897034,94315098,45292900.5,1939.703247,3022.863037,1113.928223,3334.426147,49.13054943,0,374491.8887,180010.5996,191
428,744,0,0,0,0,74.4776816,0,2497251.73,265248.8347,60435.3022,24.66082288,0.04314057,13.94984082,0,0,737667118.9,208945816.7,32605.98348,21326.2868,5001.593946,0,54.076249,0,16466722.94,4475050.056,23046
429,745,0,0,0,0,3.969986957,0,225687.837,29882.20877,1213.508119,2.336826859,0,1.67539263,0,684.6561913,167048243.5,16832176.91,6812.051758,4946.105856,26880.29938,0,13.06285115,0,2191583.857,220088.2802,1717
430,746,0,85102.77234,1.142019369,9113.407562,0.897271571,0,0,0,0,1.863242862,3.64014345,2.838547235,84.3288393,0,353019.5466,319395.02,7689.638229,6659.329579,3788.99353,2772.041405,84.55138231,0,580.398987,494.5760952,1859
431,747,0,0,0,0,0.971893907,0,47989.8382,15693.54592,12460.69623,0.912987782,5.063748511,8.032727757,0,973.1320268,5646783.292,2434069.706,12711.44402,4751.565386,3184.707302,1783.844604,186.5185758,0,149700.0354,116021.7237,2326
432,748,0,0,0,0,0.006193105,0,58216.49056,2120.263399,1800.604854,0.024551732,0.033219678,1.43606264,0,133.0815003,848963.3428,730984.3872,1093.568733,1495.975691,0,0,87.66118717,0,33092.30586,28608.45251,803
433,749,0,0,0,0,0.116133217,0,172934.5499,54915.97177,38826.59337,0.461073984,6.285587584,16.94087947,0,2496.015486,16294039.85,9927874.054,21936.04547,17905.24802,6298.121422,3488.057983,757.5985218,0,179726.78,115439.0203,3461
434,750,0,0,0,0,0.043852176,0,77174.16118,13373.03123,10673.76093,0.174077113,1.286246542,3.88708262,0,390.1396099,3594852.18,2800171.348,3482.441132,3251.654507,5123.794464,0,73.69408723,0,52090.82567,41611.55075,226
435,751,0,0,0,0,0,0,1631.461274,436774.9191,360407.4575,0,0.168619767,2.740275398,0,859.3381082,17856271.02,15140593.82,7889.28521,3985.646266,1786.928955,2420.375912,24.77458071,0,763173.5056,659252.4017,2283
436,752,0,0,0,0,0,0,0,8.388776349,8.116283013,0,0.003528524,0.330633185,0,0,6612.933228,6248.051636,321.7131271,4.067777634,0,0,74.85374069,0,11.63361669,10.78825283,75
437,753,0,0,0,0,0.003062055,0,100250.0005,8242.921839,3361.402025,0.012166116,0,0.582160452,0,39.12321093,100492052,44017407,916.7437439,1022.985992,2323.414429,4286.909652,63.8909626,0,5569017.656,2389964.102,36
438,754,0,0,0,0,0.015832346,0,18024.2459,3007.933629,2730.748632,0.062846514,0.305996929,2.912483688,0,496.5968951,322980.6328,286145.7749,2482.321312,1115.953649,898.4748225,0,216.6206364,0,27464.93649,24027.69971,2840
439,755,0,0,0,0,0.182839405,0,126590.5377,53619.03001,38422.90549,0.596406753,0.845776682,14.47910785,0,1416.046077,4084929.556,2984286.526,22170.11064,10733.82039,6855.202835,808.0356178,468.2258435,0,486313.9365,350248.0185,6958
440,756,0,0,0,0,0.389544872,0.175359514,286019.2247,9394.209457,1200.977318,1.638821283,0.355424921,4.285407511,0,1233.964212,320046100.7,43799912.65,6354.68684,3896.541796,7200.423929,4274.110831,284.8474391,0,10939324.66,1526556.955,1611
441,757,0,0,0,0,0.102441632,0,209975.5683,28811.80223,26601.40347,0.406715245,3.333022114,35.23467796,0,5706.397543,8089780.005,7399281.504,49668.61148,31475.47555,5115.961189,0,1558.279634,0,97246.44622,90435.72552,29502
442,772,0,0,0,0,0.000737432,0,30952.7063,512.3121987,58.78175074,0.002953316,0,0.236405072,0,69.08267779,10719665.38,1404913.219,1422.361092,641.2916298,688.5638924,0,52.38634491,0,51345.13965,6686.705078,73
443,773,0,0,0,0,0.006336382,0,7302.11339,2603.862663,1783.105785,0.025308312,1.037798498,1.88627851,0,43.7366784,700891.2578,489438.2813,6372.389465,8637.590462,3408.495392,0,4.027416945,0,166748.7022,113366.3575,57
444,774,0,0,0,0,0.000129514,0,2075,28.58244553,28.05516342,0.000518811,0.034451222,0.026737968,0,5.4670848,1682.112549,1353.702393,688.8852539,676.373703,530.9073486,0,0.097441875,0,0,0,0
445,775,0,0,0,0,0,0,360983.0251,1699.959737,251.0151933,0,0.046958401,0,0,12.80721549,1684224396,53717526.13,2170.53508,3753.302826,1052.791824,4517.184692,7.875578135,0,54616662.26,1856856.125,1573
446,776,0,30173.32396,1440.104344,10349.58571,1.555064417,2.015764861,36289.76025,202.1008206,177.4256355,2.953789786,0.034743814,0,44.41267014,0,616445.7739,577453.4102,2390.991699,3756.443375,571.6459866,0,7.972253911,0,135.714859,121.4754562,933
447,777,0,0,0,0,3.682011661,0,52250.13117,74557.69176,51766.82915,1.661286078,4.969373365,0,0,429.6733081,27256705.64,17184663.02,26507.81726,14573.65612,73814.78546,8486.532541,27.67842751,0,1017039.036,697091.2635,664
448,779,0,10381.68113,11754.36783,1958.662485,0.850132892,0.07073015,0,8.591146904,6.762726964,0.309964244,0.100304938,0,34.52242231,0,1436885.109,1218218.844,847.2388458,161.3871012,278.0938644,0,0,0,0,0,915
449,781,0,16257.29698,193.4819641,1623.237023,0.309752948,0,0,0,0,0.186546161,0.039704725,0,24.72750044,0,95877.12885,94077.83255,804.6652222,892.2800598,6239.431641,16.75567245,0.005195237,0,0,0,176
450,791,0,0,0,0,0,0,30085.33484,730.2542695,599.9923723,0,0.095499576,1.344965238,0,157.2781368,449022.2246,370471.045,1629.987167,1559.420978,0,0,69.08006522,0,317.3048728,256.8486536,1205
451,800,0,0,0,0,0,0,5633.985161,716.4731252,64.16798751,0,0.186733242,1.589706985,0,32.43773423,39069867.13,4189524.219,1277.96106,997.239786,239.1571045,737.8872986,66.80086231,0,2415933.173,263769.5984,150
452,804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
453,805,0,0,0,0,0,0,2826.104852,408.4711208,29.58489619,0,0.043817684,0.161560242,0,16.21886711,2934760,224050.9688,102.8235855,203.8201447,0,0,5.713799477,0,117850.7734,9136.279297,10
454,806,0,0,0,0,0.001784565,0,379.0237883,1098.292258,237.0586071,0.00710291,0,0.206681208,0,12.09831821,138622.1563,108946.6563,172.468277,176.050415,1.536981106,0,6.778909683,0,42.11158752,33.29259109,19
455,807,0,0,0,0,0.082666885,0,21193.6217,15424.96419,887.1117631,0.328096065,0.048808806,6.828199185,0,462.5643484,2764292.736,2188485.99,6430.736771,3970.464289,13207.43341,0,336.173545,0,13512.17334,10189.57297,559
456,808,0,0,0,0,18.71520444,0,656620.0647,96494.16489,3761.667092,9.624688097,0,6.842107476,0,1691.972325,388263360.3,21205899.2,8928.699417,5425.370699,27340.72233,0,12.36637369,0,3483686.884,198718.1058,3028
457,809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
458,810,0,0,0,0,0.32607927,0,142104.2841,26156.34115,2355.124261,0.775781992,7.934108863,4.087858698,0,869.4845728,193804516.6,15719578.92,3245.583508,2499.037973,165.0708556,0,53.22688661,0,10440742.8,892864.6105,551
459,812,0,0,0,0,0.092883689,0,64190.8587,51689.49327,39744.48424,0.116864988,0.897563368,0,0,137.4954586,139314440,110004383.5,6935.77301,12266.27545,45442.85986,19598.43176,30.25106082,0,2812185.711,2352484.499,147
460,813,0,0,0,0,0.011589087,0,3889.915607,1.874173164,1.751223918,0.046139585,0.737468945,1.574690174,0,89.62316943,242298.7025,227197.1617,2003.676895,486.393258,696.2931595,0,38.2892251,0,1963.198394,1852.51071,180
461,814,0,0,0,0,0.013062211,0,31118.10356,2682.843209,352.0979242,0.051727769,13.92460367,5.495133243,0,116.391228,77352525.95,12202148.66,9036.913979,2974.251054,988.4287939,0,239.4873962,0,4793142.999,605100.5804,246
462,815,0,0,0,0,0.059391342,0,199598.1584,3204.475913,928.9653933,0.203823697,0,2.212770584,0,195.6160547,74258483.5,26815207.13,2842.171448,1130.768444,7727.767334,0.004425806,40.57060838,0,183246.6145,70880.26733,166
463,816,0,0,0,0,0,0,165.4185638,36.64632956,9.413999617,0,0,0.256684482,0,19.1388177,3072147.5,875532.3125,323.1983337,545.8799438,218.9449158,365.7252502,18.18793869,0,50356.64063,14376.6709,19
464,817,0,64072.48592,3801.997657,11932.22425,0.449679877,0,0,0,0,0.258592817,2.16242931,0.280906059,142.2869387,0,4671820.732,4080358.609,4444.511414,3745.582775,2089.183029,1631.335274,11.17048898,0,1804.853146,1738.130005,668
465,822,0,0,0,0,0.017949298,0,39832.08541,211.226577,18.39084515,0.072763227,0.014541205,0.568648253,0,10.9341696,17754612,2436167.375,607.8725739,751.8748627,196.750061,0,20.64863348,0,9358608.313,1288167.68,413
466,823,0,0,0,0,0.00738249,0,39258.4911,240.7975804,55.46697237,0.029624099,0.03337553,1.275271451,0,20.28277525,87116820,14096278.5,937.1940308,775.1871293,220.6252804,0,12.35303998,0,1612275.631,261959.653,53
467,824,0,0,0,0,0.005511581,0,29291.92278,178.6189684,22.00507724,0.021956834,0.323413998,0.443850249,0,10.14138762,51240948,3890191,225.5614777,469.1899109,53.99398804,220.3309937,31.51181412,0,5001.22168,377.8853149,18
468,826,0,0,0,0,0.042636038,0,34421.1268,1274.779415,106.9116706,0.088189404,0,0.14973262,0,63.74597351,60798652,3330675,217.3878822,0,0,0,15.85807401,0,5800495.105,326140.6369,100
469,828,0,0,0,0,0.004033973,0,6628.204606,154.5574739,24.1938464,0.016096277,0,0.383471489,0,11.51377963,4232009,493569.4375,178.0089111,129.0616302,27.83773422,0,5.336788177,0,4071.095215,469.5020142,20
470,830,0,0,0,0,0.023069681,0,65688.53399,1123.031814,292.355028,0.092705875,0.091418847,3.40413218,0,96.84377419,24346656.25,4524184.531,2276.820908,2930.994503,1024.767006,1945.539889,26.46977341,0,2955344.766,549859.9759,288
471,831,0,0,0,0,0.016718328,0.00513373,132979.5928,88284.33946,18734.10791,0.069537408,0.181715425,1.134831426,0,537.493544,380362667,65453730.44,9042.100426,4286.577053,4873.25412,3611.09223,18.8402948,0,3461747.107,582052.9163,1273
472,833,0,0,0,0,0.001360136,0,115.9820938,0,0,0.005404281,0,0.151018387,0,12.09831821,8506.561523,8185.481934,148.194458,187.3292694,0,0,17.22231674,0,318.8796082,308.5317688,90
473,834,0,0,0,0,0,0,2118.946927,219.8209289,179.285508,0,0,0.252182069,0,0,477155.0156,385016.6875,300.1504517,256.6369953,0,0,92.01322174,0,272.6826019,224.6437588,25
474,835,0,0,0,0,0,0,4397.027904,226.9473606,196.5708033,0,0,1.073189832,0,96.7865457,302731.0381,263834.5117,1415.230911,1876.693222,240.1314392,0,21.84606397,0,433.6911567,365.9206547,374
475,839,0,0,0,0,0.099820024,0,25240.85723,475.8666411,156.8079761,0.395482647,1.367846023,4.478418112,0,184.512514,1478078.723,511831.7959,2301.513771,2748.44453,996.3636551,1010.790833,119.7093577,0,141311.8648,53427.83734,917
476,840,0,0,0,0,0.602383491,0,134868.6999,3623.056851,1033.418538,1.968677149,0.390036492,2.605910211,0,191.9794878,4925886.656,1530387.773,2022.863457,1769.958949,745.3153076,0,58.61885715,0,208462.042,64881.52013,1122
477,841,0,0,0,0,3.528976884,0,361161.0776,48389.98538,16803.58187,2.731030858,0,0,0,210.4691812,113633106.5,46341336.63,5453.097595,2009.529832,2477.994965,0,28.92230364,0,359193.6434,147043.7012,1168
478,843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
479,844,0,0,0,0,0.007602741,0,6791.809466,299.4475333,62.10860092,0.03015589,0.022201651,1.178495279,0,0,1244756.375,266435.5938,960.2708664,300.1299996,49.09236145,0,10.09037876,0,0,0,13
480,846,0,0,0,0,0.191065241,0,118576.4133,8831.594659,2012.933469,0.533745685,0.591122061,0,0,112.9594791,34158102.75,7303626.438,1796.083481,1985.269424,196.8654417,0,114.7304335,0,4987036.219,1069351.331,724
481,847,0,0,0,0,0.005022939,0,2554.38623,113.1998053,54.60223327,0.019896401,0,0.631016016,0,0,129829.4844,61459.55859,495.4284363,133.1348248,83.28181458,0,16.96852112,0,0,0,0
482,849,0,22491.13563,19438.02618,0,0.010221551,0,0,0,0,0.011680315,0,0,56.44336605,0,73640.28912,71408.35812,0,0,0,0,0,0,0,0,188
483,850,0,0,0,0,2.512575866,0,230207.0596,0,0,0.970689288,0.137150946,4.31931707,0,9.979521958,36905919.02,22468498.87,3569.375885,6792.176971,1892.772102,1651.634333,62.14044017,0,70099.85587,41056.16022,2304
484,851,0,6864.374023,0,0,0.167601344,0,53604.53991,0,0,0.11858075,1.452519856,1.921408248,0,138.3445715,11813281.88,9966509.016,1901.568604,2848.255157,911.2674866,370.8078918,37.57201648,0,24771.31261,20951.58505,1015
485,852,0,1253.504877,564.8743935,691.9211121,0.004981181,0,0,0,0,0.000497925,0,0.319800682,5.250988483,0,6522.7146,6439.050232,225.5541687,156.8335075,0,0,0.100253602,0,0,0,218
486,853,0,4808.260063,3920.962065,1309.603041,0.099238472,0,0,0,0,0.059045236,0,0.782140582,112.8180171,0,20084.20959,19920.41544,0,0,0,0,0.137897098,0,0,0,387
487,854,0,0,0,0,4.226911477,0,42246.66438,0,0,0.198317684,0.25949961,0.211229961,0,381.2295682,17023404.66,8023979.523,4763.171417,800.1073282,1607.530398,177.6784239,0.050072332,0,130525.4424,55537.64542,1525
488,855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
489,856,0,0,0,0,2.300338529,0,30201.41366,0,0,0.519573591,0.036968489,0.391430221,0,57.51540996,4816958.906,1546762.066,2806.586296,1095.099695,564.3033209,0,0.000846987,0,5027.575209,1490.301163,2670
490,857,0,23221.54605,15747.10428,11643.91242,0.41360353,0.431168595,0,0,0,0.289161761,0,1.089309335,893.9717433,0,66921.75922,66007.84478,458.8064804,555.6083641,0,0,1.294380924,0,0,0,1441
491,858,0,0,0,0,0,0,0,0,0,0,0,0,46.3484149,0,0,0,0,0,0,0,0,0,0,0,0
492,859,0,2948.141689,2676.860106,1272.287621,0.117645366,0,0,0,0,0.013458494,0.002840438,0.091602696,62.62289858,15.96996117,0,0,257.61689,285.1299133,139.2365723,0,0.000127403,0,0,0,103
493,860,0,0,0,0,0,0,0,0,0,0,0,0,134.0404259,0,0,0,0,0,0,0,0,0,0,0,0
494,861,0,0,0,0,0.368307802,0,23232.2158,0,0,0.053788095,0.069489311,0.406586344,0,41.96386719,14707808.41,5520990.869,1049.534508,351.7572482,209.6373444,0,49.22513573,0,341939.18,127572.5221,509
495,862,0,0,0,0,0.819594552,0,33919.00314,0,0,0.119688815,0.034257475,1.500489916,0,13.53303764,0,0,1148.235291,567.5198537,549.5218201,0,11.44651299,0,0,0,342
496,863,0,0,0,0,0.255692696,0,14712.00597,0,0,0.030234486,0.07641597,0.178855935,0,31.93992234,0,0,1455.191818,525.6397343,685.8654099,31.0363197,1.85203018,0,0,0,270
497,864,0,0,0,0,0.075954184,0,2827.625387,0,0,0.020004949,0.016669136,0.145228386,0,0,0,0,136.9293213,232.5721436,73.73401642,0,14.1027813,0,0,0,32
498,865,0,0,0,0,1.980755683,0,87402.68086,0,0,0.025078723,0.39742285,0,0,174.4979448,0,0,1596.434277,479.5261768,251.5091305,0,0,0,0,0,1085
499,866,0,0,0,0,0.11489632,0,38942.42969,0,0,0.023167782,0.011890786,0.064171121,0,10.77280271,0,0,114.2524338,136.6878052,23.44437408,40.42928314,11.39182949,0,0,0,69
500,867,0,0,0,0,0,0,0,0,0,0,0,0,612.7644471,0,0,0,0,0,0,0,0,0,0,0,0
501,868,0,0,0,0,0.122749195,0,65703.70786,0,0,0.02221843,0.00205594,0.054479208,0,4.827597366,0,0,178.2983246,271.0139771,224.8035126,0,3.583138227,0,0,0,49
502,869,0,0,0,0,0.346715644,0,91749.19729,0,0,0.011123133,0,0.064304705,0,18.17484928,0,0,405.7745209,369.5918732,460.0095215,131.4897304,0.013579736,0,0,0,116
503,870,0,0,0,0,13.23774297,0,328100.2966,0,0,0.399098888,2.909110988,0,0,627.5954699,0,0,10674.0026,1898.92432,13033.74519,0,0.004938809,0,0,0,5612
504,871,0,0,0,0,0.355523409,0,4254.866292,0,0,0.012081002,0.599002838,0,0,47.60295295,0,0,544.9602737,466.9990005,130.5072327,0,0,0,0,0,132
505,872,0,0,0,0,0,0,36953.19799,0,0,0,0.472308091,0,0,1188.032076,0,0,1662.221007,2493.907641,0,0,0,0,0,0,14783
506,873,0,0,0,0,0.010069763,0,0,0,0,0.020314261,0,0,6.04268074,1.473013237,0,0,103.460041,799.5063171,12.23639774,250.5391998,0,0,0,0,101
507,874,0,0,0,0,0,0,461565.0754,0,0,0,0.947841023,0,0,5143.284772,0,0,1417.08845,899.4355177,0,0,0,0,0,0,38702
508,875,0,0,0,0,0,0,9153.031124,0,0,0,0.078852911,0,0,170.2911161,0,0,93.20436726,60.82200393,0,0,0,0,0,0,1949
509,876,0,1229.621582,0,1229.621582,0,0,0,0,0,0,0,0,0,1.254630893,0,0,51.36309433,435.415802,0,0,0,0,0,0,132
510,877,0,0,0,0,0,0,180.9937823,0,0,0,0.016010123,0,0,6.273154465,0,0,212.9363251,742.8337402,0,0,0,0,0,0,390
511,878,0,0,0,0,0,0,1700.715953,0,0,0,0.02996946,0,0,36.91683704,0,0,1.413727681,4.797912478,0,0,0,0,0,0,479
512,879,0,0,0,0,0,0,69668.071,0,0,0,1.904710173,0,0,2230.931199,0,0,565.1449343,167.6897316,0,0,0,0,0,0,43418
513,880,0,0,0,0,0,0,22741.85378,0,0,0,0,0,0,265.071423,0,0,1294.110269,60.59599072,0,0,0,0,0,0,4238
514,881,0,0,0,0,0,0,1527.181805,0,0,0,0.027074379,0,0,358.7835422,0,0,2.190832517,0,0,0,0,0,0,0,7127
515,882,0,0,0,0,0,0,0,0,0,0,0,0,9.519191265,0,0,0,0,0,0,0,0,0,0,0,0
516,883,0,14704.75894,9506.849106,2780.288651,0.022061825,0,0,0,0,0.005347552,0,0,79.12013626,0,5121.256348,5035.396973,441.0140381,804.7666321,219.4764175,482.8455811,0,0,0,0,141
517,884,0,6252.619385,3468.256958,0,0,0,0,0,0,0,0,0,45.77552795,0,0,0,0,0,0,0,0,0,0,0,0
518,885,0,0,0,0,0.092172198,0,32163.99609,0,0,0.015752159,0.02425769,0.064171121,0,0,0,0,126.3217773,235.9952087,24.67238426,157.4163208,1.394079685,0,0,0,12
519,886,0,0,0,0,1.268262076,0,2609.276079,0,0,0.029464112,0.005097812,0,0,48.95784505,2947679.984,1364507.055,708.9715271,214.8830407,107.1514168,0,0.012399831,0,4857.080166,2249.892974,429
520,887,0,61232.49316,55290.58667,0,0,0,0,0,0,0,0,0,28.22309494,0,0,0,0,0,0,0,0,0,0,0,0
521,888,0,5895.496323,2590.623291,0,0,0,0,0,0,0,0,0,4.026320457,0,0,0,0,0,0,0,0,0,0,0,0
522,889,0,12889.14668,10040.41323,1238.6868,0.229957829,0,25859.58398,0,0,0.128878245,0.097073941,0.940953609,195.4818892,131.0476641,289483.3273,258389.9999,1097.63797,1447.832047,532.5778351,172.4330598,35.26430801,0,3.042438589,2.521521546,940
523,890,0,0,0,0,0.450318715,0,188979.1089,0,0,0.027087809,0.196136721,0,0,86.84295596,0,0,2026.850708,146.1257922,598.3597069,0,5.152581602,0,0,0,503
524,891,0,0,0,0,0.17184502,0,5562.77771,0,0,0.034203103,0.002561457,0.133689836,0,6.993977864,1910376,711140.0625,105.9168243,66.72757721,20.01543808,0,2.461469412,0,46960.61719,17753.22266,48
525,892,0,0,0,0,0,0,0,0,0,0,0,0,0.790716946,0,0,0,0,0,0,0,0,0,0,0,0
526,893,0,0,0,0,0,0,0,0,0,0,0,0,0.702159643,0,0,0,0,0,0,0,0,0,0,0,0
527,894,0,0,0,0,0.067866839,0,34162.48854,0,0,0.028393104,0.127923258,0.064171121,0,21.54560542,0,0,275.7294922,395.3921204,78.36258316,314.8326416,0.043887712,0,0,0,129
528,895,0,4327.236858,3220.081638,862.1831245,0.065206361,0,0,0,0,0.004363429,0,0,3.854212523,0,0,0,296.9018555,85.85796356,425.7407837,0,1.92E-05,0,0,0,58
